"","Table 2#4#3U# Real Personal Consumption Expenditures by Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218"
"121","113","        Gasoline and other motor fuel","DGASRA3",32.499,32.766,32.606,32.906,33.063,34.533,33.887,33.745,33.734,34.532,34.15,34.332,35.28,35.44,35.693,36.179,36.485,36.959,36.581,36.991,37.974,38.709,39.331,39.156,39.461,40.445,40.827,41.699,42.281,43.212,43.495,43.589,43.845,44.239,44.693,45.441,46.591,47.332,48.346,48.458,49.491,50.689,51.137,52.269,53.448,53.464,54.482,54.923,55.736,56.762,57.047,57.4,58.293,58.447,59.114,60.404,62.48,61.658,62.218,61.951,55.822,57.956,59.6,62.03,60.914,60.947,59.969,60.584,61.862,62.835,63.226,64.132,63.758,64.551,65.116,65.128,64.868,66.136,66.682,66.418,67.297,64.146,63.921,63.6,62.194,61.139,60.121,60.169,61.792,61.732,61.73,61.697,62.685,63.501,62.536,62.492,64.424,62.87,64.393,65.093,64.606,65.976,66.539,67.135,66.878,67.492,67.707,67.948,69.529,70.739,71.323,72.714,71.899,73.881,72.526,73.644,73.804,75.127,74.792,75.741,76.707,75.968,75.894,77.367,76.815,75.303,75.696,74.673,73.924,74.931,75.22,74.972,76.273,77.027,78.353,78.519,78.187,79.335,80.361,79.868,80.244,80.842,80.625,80.139,82.449,82.591,81.806,81.639,82.886,84.391,84.317,84.576,85.885,86.797,87.089,87.533,88.749,89.711,90.847,91.354,91.748,93.837,93.116,94.041,91.078,92.447,93.071,92.602,92.811,91.854,93.906,94.446,93.953,94.726,95.3,94.953,95.94,97.042,98.423,99.392,99.553,100,99.317,99.971,101.131,100.401,99.487,98.981,97.969,97.659,98.558,98.647,97.807,97.503,97.734,96.852,95.373,94.637,91.497,93.006,95.762,93.921,93.26,92.148,95.281,94.015,93.538,91.53,93.529,90.575,89.775,90.01,90.135,91.786,91.574
"122","114","        Lubricants and fluids","DLUBRA3",18.13,18.566,18.617,19.26,19.022,19.779,19.738,19.53,19.136,18.503,18.607,18.431,18.752,19.011,18.98,19.623,19.52,19.354,19.24,19.115,19.323,19.457,19.696,19.789,20.194,20.951,21.179,21.677,21.843,22.123,22.424,22.579,22.559,22.693,22.725,22.828,23.326,23.347,23.814,23.689,24.322,25.141,24.892,25.048,25.183,25.525,25.421,25.701,25.743,25.286,25.598,25.909,25.847,25.525,26.22,27.371,28.46,28.616,29,30.835,30.981,33.708,33.667,33.542,32.92,33.345,34.476,35.16,35.326,35.285,35.835,36.882,46.569,47.192,47.731,48.716,48.302,49.637,53.062,57.725,63.257,64.668,68.459,70.612,69.687,68.75,68.793,70.291,75.295,76.494,75.81,72.581,67.476,63.004,58.336,57.326,60.435,60.976,64.592,67.671,69.297,72.873,73.239,72.016,71.734,68.723,65.365,62.341,61.156,59.04,58.763,58.367,59.944,61.864,60.982,59.712,63.129,65.272,65.692,67.038,67.149,67.374,68.684,71.901,75.19,75.907,77.948,77.716,75.917,78.138,80.364,82.85,88.897,91.767,95.042,96.577,95.827,97.188,98.217,97.586,98.234,97.932,96.811,95.172,92.676,90.305,88.015,86.987,86.612,86.061,84.073,82.552,77.915,78.098,78.753,80.416,86.261,90.895,91.788,87.847,80.828,77.264,74.898,77.479,78.947,82.782,83.571,82.146,79.562,75.596,74.438,72.47,72.622,72.618,73.627,75.708,78.558,80.925,82.782,83.109,82.593,82.976,84.629,89.419,95.916,99.282,101.774,103.028,102.358,100.569,100.338,99.425,100.363,101.179,100.863,97.076,93.605,90.776,83.395,79.114,70.62,63.42,61.481,63.774,70.217,76.679,79.856,80.121,78.526,76.645,75.556,74.822,74.919,76.255,75.973
"123","115","      Fuel oil and other fuels (29)","DFULRA3",319.478,311.611,309.776,300.816,308.121,296.98,293.364,297.688,283.036,292.747,275.673,274.354,282.966,281.288,273.096,288.673,311.177,285.773,291.405,291.396,288.024,300.649,324.719,323.663,308.975,317.15,339.71,331.776,317.45,329.158,341.358,346.382,336.882,341.043,325.448,333.51,335.126,318.014,307.954,302.149,309.614,298.269,292.219,297.587,294.326,277.812,277.512,266.769,278.17,279.845,265.529,258.063,272.619,283.423,298.167,337.787,326.552,333.124,327.332,304.71,254.895,256.509,251.97,249.626,243.75,256.148,262.897,243.082,262.319,271.628,284.134,305.735,279.09,262.394,268.402,274.528,291.387,280.023,251.986,246.328,266.53,251.916,233.426,215.012,204.887,180.331,178.315,176.823,156.927,154.422,152.888,153.453,152.62,144.02,141.441,139.093,133.599,152.4,151.52,151.112,149.642,145.903,145.125,146.21,151.297,148.801,150.788,146.133,147.561,157.805,168.439,163.485,156.113,159.522,148.242,150.303,159.249,156.813,161.385,161.628,148.171,152.443,149.979,166.67,132.903,148.951,154.107,121.908,132.534,139.379,150.779,141.106,139.733,158.635,138.882,144.096,146.858,143.286,152.028,153.855,167.241,148.276,157.94,151.997,152.044,164.214,160.482,167.285,167.707,152.812,155.328,147.307,138.352,145.239,147.228,146.904,137.976,145.965,142.704,143.229,151.764,157.193,148.759,140.68,127.646,135.226,132.184,130.429,134.913,131.011,129.323,127.012,128.765,135.994,135.855,139.411,125.272,124.959,133.849,136.895,126.251,121.506,120.761,110.856,110.904,103.503,95.663,89.93,84.249,92.131,93.827,90.42,94.122,89.999,86.674,82.332,79.121,73.094,72.164,83.953,93.132,91.3,87.067,89.522,85.145,81.839,83.415,81.862,77.801,69.012,70.094,68.917,59.346,63.154,66.795
"124","116","        Fuel oil","DOILRA3",333.968,326.775,326.168,316.968,324.331,311.75,307.257,311.361,295.31,306.94,289.651,289.126,298.559,296.709,286.784,302.484,326.255,298.884,305.438,306.329,302.896,316.237,341.483,340.186,325.282,334.587,359.115,350.997,336.09,348.874,361.748,367.772,358.291,363.646,347.079,355.962,357.291,338.476,326.762,319.785,327.406,315.393,308.636,314.09,309.711,291.441,290.923,279.243,291.145,293.092,278.405,271.005,286.737,298.014,313.156,354.697,343.275,350.662,343.772,319.541,266.053,267.204,262.84,261.391,256.686,271.276,279.225,258.319,278.508,288.057,301.038,324.082,296.183,278.686,285.358,291.932,309.895,297.9,266.852,260.99,283.26,267.429,247.489,227.312,216.803,189.981,188.38,187.304,165.393,162.797,160.927,161.874,161.022,151.437,148.681,146.002,140.272,160.411,159.322,158.978,157.2,153.167,152.614,153.537,159.122,156.739,158.446,152.541,155.052,165.598,177.386,171.569,163.227,166.993,155.073,157.377,165.894,162.64,165.724,166.952,152.235,156.022,153.383,171.311,136.244,152.389,155.596,122.389,133.89,141.337,151.055,140.849,141.689,158.848,139.827,144.871,147.604,143.142,151.942,154.003,168.296,147.269,156.751,150.865,150.698,162.531,158.52,165.711,164.945,149.695,152.314,143.779,136.808,143.18,145.735,145.721,137.239,145.26,142.821,143.438,150.631,155.057,146.203,136.09,118.941,131.296,131.375,128.29,134.493,128.142,125.977,126.187,129.404,134.945,131.792,137.966,124.114,124.953,134.017,136.262,127.042,121.892,120.082,111.038,107.922,102.387,97.819,91.873,85.652,93.011,94.352,91.071,96.423,91.893,87.783,83.423,79.491,72.185,71.212,84.966,96.28,94.249,89.499,90.811,86.732,83.102,85.034,83.235,78.284,69.242,70.637,69.126,58.937,62.903,66.183
"125","117","        Other fuels","DLPFRA3",198.449,184.552,172.429,165.608,172.46,173.283,176.992,183.274,180.658,173.919,158.557,150.389,152.057,151.834,158.324,173.048,184.851,176.182,173.869,166.276,163.46,170.126,184.334,185.259,172.441,171.313,177.591,171.225,161.787,164.576,171.133,167.874,158.299,152.676,145.171,146.408,150.37,147.387,151.006,154.925,161.048,155.259,155.032,159.617,165.476,163.472,164.914,161.814,168.979,168.437,157.38,149.587,154.549,161.344,172.561,196.048,186.588,186.58,189.56,180.196,160.806,166.104,160.083,150.58,135.689,130.737,127.912,117.141,128.395,135.576,144.018,153.747,137.638,127.652,128.279,130.715,138.443,132.299,128.865,124.878,127.757,123.37,117.175,114.109,106.886,101.99,95.873,90.306,88.126,86.28,87.89,84.845,84.176,84.277,83.166,83.682,79.974,87.704,88.566,87.593,88.762,87.468,84.735,87.248,88.252,84.728,89.082,94.893,87.237,94.958,96.693,98.36,98.735,99.37,93.276,93.23,105.791,110.04,126.994,119.313,116.096,124.589,123.62,129.878,106.658,122.12,144.386,120.74,123.77,125.75,151.171,145.769,126.356,159.624,133.472,140.249,143.352,146.932,155.372,155.331,161.611,159.001,170.311,163.798,165.549,180.638,179.084,182.896,192.983,180.922,182.559,178.765,153.107,164.347,161.639,158.793,146.205,154.111,144.609,144.454,162.588,175.539,170.702,179.728,204.265,168.321,137.508,148.754,138.111,154.656,157.144,133.714,123.927,144.533,169.048,151.217,135.117,124.945,132.503,141.798,119.126,117.814,126.63,109.384,140,115.089,74.267,70.644,70.21,83.268,88.439,83.685,70.948,70.837,75.364,71.083,75.76,85.204,84.233,73.24,62.643,62.536,63.136,76.761,69.487,69.361,67.389,68.238,73.838,67.826,65.147,67.816,65.506,67.415,75.693
"126","118","    Other nondurable goods","DONGRA3",19.164,19.169,19.435,19.545,19.793,20.162,20.391,20.625,20.788,21.095,21.367,21.928,22.376,22.593,22.922,23.284,23.638,23.731,24.059,23.903,24.338,24.658,25.353,25.208,25.76,26.16,26.366,27.288,27.901,28.495,28.75,28.825,29.131,29.421,29.529,29.247,30.025,30.379,30.806,30.86,30.984,31.229,31.58,31.633,32.057,32.142,32.481,32.925,32.7,32.281,32.487,32.687,33.15,33.946,34.392,34.972,35.695,36.105,36.702,37.201,37.655,36.897,35.789,34.855,34.477,34.745,35.426,35.829,36.192,36.565,36.727,36.909,36.992,36.866,37.074,37.757,38.342,39.464,40.316,41.089,41.316,41.862,42.433,42.825,42.986,42.291,42.615,43.494,43.776,43.682,43.928,43.875,43.629,43.479,43.717,43.809,43.766,44.43,45.221,45.655,46.277,47.291,47.497,47.775,48.305,48.305,48.446,48.857,49.004,49.223,49.72,50.347,50.721,51.502,51.597,51.803,51.952,52.43,52.72,53.236,53.626,53.982,54.553,55.219,55.892,55.632,55.768,55.615,55.485,55.325,55.319,55.554,56.242,56.184,56.47,57.265,57.726,58.206,58.922,59.527,60.243,61.151,62.07,62.773,63.213,63.979,64.241,64.866,65.256,66.409,67.363,68.638,69.2,69.757,71.272,72.156,72.744,73.713,74.883,76.253,77.701,78.136,78.518,81.694,80.779,82.764,83.674,85.019,84.471,85.161,86.135,87.262,88.198,88.06,88.509,89.578,91.122,91.793,93.697,94.976,95.17,96.149,97.332,98.081,98.86,99.655,100.177,101.309,102.848,103.282,103.592,105.48,105.927,106.548,107.101,107.284,106.715,107.724,107.737,105.954,105.546,104.719,105.157,105.786,106.25,107.25,108.332,109.711,111.182,112.137,112.904,113.768,114.739,114.816,115.705
"127","119","      Pharmaceutical and other medical products (40 and 41)","DPHMRA3",6.257,6.412,6.574,6.646,6.879,6.987,7.153,7.426,7.555,7.858,8.138,8.527,8.639,8.866,8.989,9.21,9.526,9.569,9.712,9.764,9.77,9.994,10.074,9.935,10.178,10.188,10.448,10.721,10.637,10.777,10.812,11.014,11.282,11.614,11.71,11.897,12.303,12.75,13.111,13.17,13.359,13.675,14.144,14.444,15.243,15.486,15.947,16.391,16.567,16.326,16.446,16.678,17.195,17.805,18.266,18.623,18.936,19.343,19.541,19.807,20.276,20.594,20.545,20.274,20.166,20.567,20.652,20.685,20.859,21.105,21.156,21.45,21.031,20.958,21.069,21.407,21.849,22.23,22.924,23.579,23.956,24.452,25.025,25.042,25.322,25.342,25.63,26.411,26.268,26.253,26.286,26.313,26.229,26.266,26.219,26.275,26.977,27.289,28.001,28.079,28.562,28.92,28.98,29.403,29.628,29.552,29.969,30.42,30.497,30.96,31.459,31.971,32.282,32.777,32.925,32.881,33.593,34.303,34.565,35.071,35.991,35.739,36.618,37.329,37.993,38.229,38.895,39.013,39.239,39.43,39.341,39.587,39.891,39.731,39.753,39.924,40.58,40.923,41.236,41.82,42.034,42.573,43.211,43.983,44.672,45.595,46.229,47.08,47.67,48.641,49.559,50.642,51.425,52.673,54.484,56.446,57.935,59.773,61.417,63.274,65.869,66.938,66.698,72.142,68.68,74.127,75.864,78.57,77.53,78.835,82.358,84.375,85.548,84.604,85.439,86.698,89.678,90.467,93.056,95.281,94.325,96.847,98.257,99.165,99.676,99.982,100.013,100.328,101.58,103.896,104.647,107.088,108.248,109.135,108.785,108.266,108.907,109.852,110.701,111.236,111.295,111.317,111.788,111.196,110.48,111.452,112.871,113.041,114.353,113.911,114.647,116.019,116.006,115.396,115.252
"128","120","        Pharmaceutical products","DPNPRA3",6.157,6.309,6.467,6.532,6.753,6.85,7.009,7.277,7.41,7.713,7.993,8.376,8.474,8.69,8.825,9.069,9.429,9.515,9.675,9.725,9.706,9.898,9.956,9.809,10.057,10.074,10.334,10.599,10.495,10.617,10.658,10.88,11.189,11.561,11.681,11.874,12.262,12.685,13.028,13.078,13.271,13.589,14.057,14.349,15.134,15.364,15.813,16.249,16.419,16.178,16.302,16.54,17.066,17.686,18.153,18.508,18.824,19.226,19.403,19.639,20.069,20.35,20.279,20.008,19.908,20.317,20.415,20.465,20.656,20.914,20.971,21.263,20.841,20.756,20.855,21.184,21.612,21.997,22.692,23.35,23.731,24.234,24.815,24.833,25.127,25.16,25.465,26.256,26.128,26.132,26.179,26.224,26.153,26.181,26.128,26.178,26.886,27.194,27.897,27.967,28.443,28.792,28.842,29.261,29.478,29.393,29.805,30.251,30.32,30.789,31.279,31.781,32.086,32.586,32.734,32.682,33.4,34.107,34.359,34.857,35.773,35.507,36.38,37.088,37.744,37.975,38.636,38.748,38.968,39.157,39.07,39.325,39.639,39.485,39.511,39.681,40.349,40.714,41.03,41.621,41.847,42.388,43.06,43.848,44.558,45.497,46.141,47.02,47.63,48.612,49.552,50.645,51.445,52.714,54.544,56.539,58.018,59.827,61.445,63.307,65.93,66.993,66.742,72.202,68.69,74.182,75.912,78.629,77.579,78.889,82.457,84.474,85.659,84.675,85.51,86.778,89.773,90.554,93.139,95.372,94.368,96.897,98.3,99.202,99.699,100.003,100.01,100.289,101.525,103.858,104.596,107.031,108.176,109.035,108.654,108.14,108.792,109.715,110.581,111.16,111.241,111.271,111.755,111.139,110.375,111.325,112.723,112.878,114.17,113.694,114.392,115.778,115.723,115.104,114.928
"129","121","          Prescription drugs","DRXDRA3",4.132,4.238,4.348,4.394,4.545,4.606,4.72,4.914,5.014,5.233,5.447,5.716,5.799,5.958,6.073,6.243,6.491,6.558,6.69,6.751,6.776,6.953,7.041,6.968,7.18,7.231,7.453,7.674,7.625,7.773,7.845,8.042,8.314,8.66,8.824,9.038,9.408,9.824,10.156,10.235,10.394,10.67,11.083,11.343,11.987,12.24,12.699,13.207,13.439,13.315,13.421,13.674,14.202,14.837,15.257,15.557,15.797,16.111,16.215,16.372,16.74,17.012,16.995,16.776,16.766,17.18,17.224,17.234,17.396,17.617,17.622,17.858,17.495,17.436,17.486,17.685,17.959,18.288,18.839,19.322,19.601,20.052,20.495,20.402,20.686,20.734,20.917,21.617,21.497,21.539,21.601,21.569,21.549,21.62,21.443,21.473,22.156,22.501,23.188,23.16,23.581,23.903,23.925,24.243,24.397,24.332,24.721,25.077,25.133,25.542,25.899,26.246,26.558,26.99,27.122,27.042,27.901,28.747,29.118,29.708,30.615,30.473,31.318,32.014,32.464,32.889,33.593,33.965,34.065,34.249,34.381,34.827,35.393,35.49,35.545,35.499,36.535,36.997,37.473,37.965,38.405,38.998,39.673,40.43,41.373,42.221,43.079,43.953,44.819,45.791,46.846,48.011,48.997,50.617,52.638,55.092,56.726,58.81,60.625,62.569,65.184,66.408,66.308,72.344,68.517,74.609,76.445,79.277,78.393,79.949,83.976,85.997,86.841,85.556,86.682,88.076,91.144,91.769,94.325,96.597,95.245,98.047,99.339,99.991,100.014,100.208,99.888,99.89,101.011,103.511,104.06,106.486,107.384,108.221,107.473,106.747,107.374,108.136,109.119,110.155,110.719,111.07,111.632,110.763,109.522,110.54,111.615,111.388,112.39,111.724,112.113,113.6,113.353,112.763,112.496
"130","122","          Nonprescription drugs","DNRDRA3",15.816,16.19,16.577,16.728,17.28,17.558,17.922,18.532,18.811,19.507,20.082,21,21.163,21.645,21.856,22.453,23.347,23.52,23.8,23.787,23.538,23.781,23.68,23.173,23.577,23.423,23.847,24.306,23.937,23.921,23.806,24.137,24.61,25.085,24.988,25.075,25.539,25.999,26.393,26.315,26.659,27.175,27.898,28.343,29.786,29.906,30.309,30.431,30.331,29.562,29.77,29.953,30.494,31.082,31.78,32.395,33.06,33.864,34.37,34.962,35.685,36.021,35.719,35.201,34.722,35.158,35.484,35.704,36.027,36.467,36.736,37.283,36.578,36.381,36.685,37.57,38.658,39.313,40.66,42.091,42.921,43.688,44.89,45.341,45.711,45.69,46.508,47.763,47.583,47.441,47.44,47.782,47.51,47.378,47.789,47.921,48.83,49.037,49.9,50.359,51.11,51.61,51.776,52.646,53.139,52.965,53.514,54.371,54.498,55.254,56.34,57.529,57.831,58.657,58.888,58.951,59.136,59.316,59.087,59.231,60.254,59.438,60.498,61.305,62.899,62.295,62.799,61.75,62.515,62.731,61.631,60.999,60.125,58.779,58.67,59.881,58.783,58.688,58.254,59.313,58.517,58.804,59.457,60.398,59.978,61.359,60.954,61.86,61.205,62.241,62.607,63.345,63.224,62.76,63.633,63.332,64.023,64.429,65.042,66.466,69.117,69.326,68.278,70.583,68.821,70.955,72.082,74.129,72.16,72.063,72.961,74.927,78.102,78.913,77.975,78.463,80.999,82.739,85.496,87.486,88.654,89.467,91.565,94.061,97.626,98.641,100.8,102.933,104.956,106.179,108.197,110.696,113.503,114.518,116.603,117.528,118.361,120.393,120.457,117.905,114.672,112.489,112.413,113.552,116.138,116.596,120.299,123.264,126.716,127.676,130.735,131.325,132.758,131.918,132.467
"131","123","        Other medical products","DOMPRA3",12.278,12.565,12.981,13.452,14.434,15.143,15.744,16.296,16.221,16.508,16.794,17.558,18.465,19.311,18.793,17.688,15.58,13.206,12.381,12.585,13.963,16.003,17.354,17.626,17.606,17.176,17.517,18.261,19.277,20.403,20.13,19.209,17.21,15.382,14.127,14.032,15.441,17.244,18.648,19.159,19.174,19.366,19.946,20.676,22.36,23.334,24.497,25.412,25.882,25.618,25.606,25.523,25.524,25.654,25.793,26.314,26.516,27.221,28.548,30.491,33.131,35.466,36.6,36.392,35.791,35.753,35.152,34.258,33.57,33.153,32.884,33.327,33.07,33.636,34.387,35.253,36.5,36.655,37.364,37.876,38.064,38.264,38.393,38.405,37.901,37.225,36.616,36.817,35.882,34.794,34.032,33.041,32.201,32.772,33.004,33.487,33.845,34.429,35.68,36.228,37.193,38.091,38.724,39.44,40.146,40.576,41.369,42.135,42.679,42.872,43.913,45.07,45.719,45.978,46.109,46.574,46.942,47.823,48.798,49.836,50.989,51.69,52.95,53.89,55.131,55.656,56.674,57.234,57.854,58.214,57.964,57.588,57.138,56.547,56.311,56.556,56.268,55.12,55.187,55.278,54.591,54.968,53.194,52.814,52.009,51.792,51.749,50.573,49.835,49.928,49.306,49.677,49.304,48.967,49.411,49.08,51.247,55.081,58.568,60.08,60.588,62.058,62.703,66.826,67.155,69.197,71.477,73.283,73.07,73.9,73.825,75.824,75.998,78.325,79.169,79.721,81.431,82.841,85.727,87.336,90.488,92.43,94.404,95.891,97.654,98.119,100.295,103.932,106.594,107.309,109.295,112.272,114.833,118.229,120.705,119.815,119.458,122.458,121.646,118.084,116.106,115.286,114.449,116.18,120.191,123.35,126.897,128.5,131.922,135.077,139.756,139.546,144.027,144.454,147.606
"132","124","      Recreational items (parts of 80, 92, and 93)","DREIRA3",6.311,6.162,6.306,6.362,6.463,6.723,6.79,6.969,6.717,6.939,7.153,7.39,7.406,7.496,7.708,7.842,8.076,8.299,8.343,8.356,8.658,8.917,9.241,9.362,9.493,9.769,9.949,10.608,10.814,11.061,11.329,11.27,11.383,11.392,11.556,11.648,11.964,12.259,12.313,12.413,12.645,12.825,12.469,12.57,12.96,12.869,13.271,13.294,13.212,13.37,13.499,13.758,13.813,14.127,14.66,15.148,15.626,15.809,16.288,16.563,17.164,17.407,17.17,16.851,17.189,16.935,17.489,17.672,18.261,18.696,18.871,19.184,18.925,19.626,19.657,20.029,20.2,20.596,21.603,22.064,21.9,22.086,22.573,22.956,22.894,22.039,22.123,22.753,22.945,23.332,23.463,23.805,23.949,23.557,24.01,24.349,24.721,25.407,25.748,26.228,26.701,27.466,27.982,27.897,28.958,28.902,29.08,29.216,29.735,29.545,30.514,30.674,31.233,32.391,32.734,32.963,32.911,33.735,34.214,34.992,34.733,35.848,36.976,37.464,38.531,38.057,38.056,38.061,38.921,38.721,39.301,40.293,40.442,40.706,41.394,43.452,42.925,43.522,44.74,44.998,45.728,46.707,47.406,47.983,48.334,49.476,49.742,50.056,50.59,50.88,51.898,53.492,53.129,53.78,55.351,55.753,56.321,58.232,60.102,62.438,63.606,64.454,66.496,69.916,70.901,70.403,72.315,73.726,74.157,74.958,75.088,76.534,78.125,79.699,81.035,82.606,82.829,84.16,86.379,87.814,88.137,88.725,91.278,93.455,96.327,99.34,100.681,103.653,106.63,106.93,107.443,110.069,112.95,114.623,116.812,117.776,116.838,117.741,117.174,112.17,111.271,111.712,111.904,115.11,116.384,118.782,120.508,123.949,125.587,127.138,129.622,132.37,135.191,136.216,140.383
"133","125","        Games, toys, and hobbies","DDOLRA3",4.639,4.649,4.69,4.751,4.771,4.891,4.862,4.93,5.074,5.077,5.22,5.356,5.326,5.522,5.654,5.777,5.892,6.025,6.006,5.943,6.268,6.384,6.568,6.695,6.652,6.79,6.866,7.249,7.477,7.623,7.881,7.973,7.866,7.888,7.98,8.178,8.048,8.314,8.158,7.955,8.183,8.045,7.68,7.663,7.62,7.66,7.558,7.438,7.408,7.223,7.258,7.277,7.3,7.617,7.849,8.145,8.56,8.794,9.007,9.105,9.401,9.737,9.658,9.376,9.628,9.804,10.135,10.324,10.653,10.906,11.136,11.489,11.491,12,12.219,12.617,12.226,12.673,13.457,14.002,13.612,13.861,14.165,14.371,14.01,13.431,13.508,13.705,13.986,14.265,14.272,14.46,14.804,14.605,14.812,15.102,15.196,15.596,16.081,16.414,16.627,17.244,17.788,17.566,18.698,18.083,17.921,18.061,18.456,18.703,19.949,19.714,19.554,20.589,21.145,21.21,21.225,21.497,21.937,23.066,23.143,23.53,24.449,25.334,26.618,25.502,25.854,25.971,27.287,27.365,28.344,29.317,29.151,29.717,29.73,30.386,30.357,31.548,32.248,32.332,33.17,33.79,34.658,35.529,35.922,37.11,37.878,38.737,38.326,37.846,39.667,41.525,40.95,41.776,42.16,42.712,44.723,46.625,47.735,49.446,52.082,53.055,54.577,56.922,58.518,60.459,62.068,62.652,63.872,64.409,65.412,68.336,68.345,71.033,74.015,77.712,76.542,79.07,81.964,83.885,85.454,85.145,88.612,92.294,95.757,99.382,101.169,103.691,107.561,109.921,111.4,113.032,117.102,120.519,125.523,129.032,129.851,134.545,136.243,136.095,136.793,136.355,139.594,146.543,150.338,152.398,158.063,164.099,167.983,172.043,176.808,184.435,186.722,189.972,196.252
"134","126","        Pets and related products","DPRPRA3",7.038,7.011,7.23,7.488,7.751,8.16,8.368,8.57,8.542,8.652,8.591,8.623,8.608,8.669,8.83,8.883,8.898,8.909,9.32,9.877,10.6,11.296,11.909,12.212,12.262,12.392,12.696,13.307,13.481,13.644,13.976,14.074,14.234,14.314,14.353,14.518,14.711,15.011,15.218,15.493,15.516,15.431,15.759,16.431,17.25,17.775,18.317,18.771,18.672,18.879,18.809,18.832,18.512,18.819,19.194,19.961,21.044,22.048,23.631,24.347,25.345,25.314,25.784,25.872,25.35,25.549,26.427,26.755,27.722,28.53,29.287,30,30.402,31.009,31.159,31.693,31.266,31.443,31.353,31.632,32.062,32.126,32.029,32.883,33.036,33.281,33.926,34.612,34.82,35.499,35.646,35.519,35.123,35.141,35.341,35.91,36.359,37.509,38.089,38.266,38.306,38.708,38.664,39.26,40.485,41.818,42.179,42.176,41.209,39.958,39.326,39.727,40.682,41.551,41.901,42.042,42.901,43.766,43.915,43.526,43.062,44.521,45.617,45.863,48.556,47.908,47.034,47.123,46.946,47.336,46.994,48.123,48.91,49.528,50.298,51.425,52.497,52.662,54.506,55.563,55.721,57.437,59.168,59.896,61.154,62.231,62.267,61.119,62.174,64.14,62.964,63.245,63.576,64.834,66.861,66.795,66.07,67.149,69.488,71.556,70.23,71.175,72.341,78.54,77.916,77.132,77.166,78.523,79.167,80.534,81.584,82.172,84.161,84.535,84.587,85.336,86.365,88.972,90.502,90.973,92.576,91.366,93.619,95.696,97.749,99.013,100.6,102.638,104.542,103.487,104.472,107.572,109.413,112.459,112.826,112.754,111.781,111.854,108.564,104.095,102.699,101.986,100.843,103.249,104.607,105.672,106.788,108.922,108.939,111.19,111.307,111.986,114.492,114.709,117.051
