"","Table 2#4#6U# Real Personal Consumption Expenditures by Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"11","3","  Durable goods","DDURRX0",499492,491077,501408,489974,500897,516279,507214,518344,524136,513630,524983,538000,519741,534343,539648,548922,551830,543684,546537,553829,555711,560090,564520,563810,576706,574886,582573,575428,571090,582052,594746,610377,600520,604507,620673,626537,616873,624305,626054,640530,662575,659337,657350,672996,688753,705796,706262,726890,701867,718370,724000,735361,749580,762419,760817,768078,773189,767328,772045,791338,808559,830621,822637,803842,809458,804214,804980,816611,837725,829879,823328,824195,827599,850762,841040,827006,837377,853765,845167,865438,838023,955008,922117,885600,900928,917412,912732,938246,901909,919641,948045,967279,925299,917155,926527,959532,945749,922914,942854,965391,975759,986606,1000957,1036187,1013537,1016077,1034207,1029330,1030498,1042036,1050225,1040342,1071264,1030761,1062754,1056864,1084915,1076913,1078596,1106087,1093313,1094792,1107981,1143975,1095331,1152440,1194586,1137025,1108314,1097661,1118121,1136681,1169662,1152321,1160672,1164471,1151027,1169845,1185647,1165237,1186053,1186754,1190977,1207911,1210124,1208331,1211754,1216935,1239040,1225168,1225768,1241383,1261089,1256343,1249271,1244103,1232967,1214318,1208836,1212626,1213395,1203303,1174369,1189224,1148735,1097556,1091160,1075216,1108044,1088997,1077129,1067268,1090236,1099810,1119776,1201937,1093995,1102074,1127564,1132484,1119604,1121145,1167008,1159856,1165383,1168328,1176908,1184580,1193198,1221644,1227301,1234050,1242742,1247846,1257589,1254867,1241749,1230215,1252249,1247197,1276299,1293957,1298516,1307877,1327761,1340247,1340219,1336762,1333244,1335841,1343490,1358727,1389815,1376142,1416168,1434175
"12","4","    Motor vehicles and parts","DMOTRX0",250983,247108,256524,242536,247895,263581,249135,261034,262505,251720,260732,273369,257098,268435,268405,274386,270908,261023,264837,269901,269708,270880,273623,266668,286068,277567,283767,273137,269893,275470,285326,301661,285083,288778,300867,305751,287864,290119,291421,302258,321929,312258,302573,316175,330462,343596,339168,354539,325265,330878,332666,345815,353018,360405,354191,355544,352672,339544,342482,348974,366669,383458,368468,345853,349728,342677,341837,349969,364857,358052,351014,350649,348905,375177,365185,344663,354298,371951,355781,371514,356405,465479,414749,367514,379965,391349,387540,407737,369920,387638,417866,432661,388111,376622,380074,408612,397018,380811,387631,406671,402930,405110,409962,433560,407338,403378,415860,406787,405601,408712,411201,403809,428386,387326,406885,401275,426345,412601,409796,423278,408598,400802,413500,435412,395657,436111,481336,413180,384379,358344,377871,393105,396647,385324,391143,394506,383279,395417,410396,390126,393974,396943,395405,399453,397491,405132,395698,400867,413207,401335,392262,399388,413889,409247,396916,391787,388893,383292,373651,368710,360112,353399,329025,353972,339543,303625,304867,302850,319761,306088,312608,300469,318181,322487,339314,405276,298544,310930,319179,318786,304270,297744,335088,322689,325807,324127,328781,330676,333492,352295,346123,352345,356811,354841,353432,347314,336554,325818,337414,329367,347572,356105,358711,365353,370254,375646,367709,366686,358388,360237,358618,369665,383364,375019,395884,398709
"13","5","      New motor vehicles (55)","DNMVRX0",139469,141109,146615,139955,142812,148023,140165,144512,143729,141026,148197,160192,143731,148293,154381,145938,152549,143539,142122,145229,144642,148473,148853,148590,150767,147274,151881,142609,149139,143014,155636,165778,156489,158977,166361,172787,157263,160386,159351,170233,183848,182459,161120,163358,177935,184974,175595,191593,179595,185056,185567,185715,194821,197733,193222,195638,195210,196806,193785,204949,209454,215766,208507,202677,203261,196988,197347,201389,213139,203657,193331,188361,202774,215007,211627,203783,202156,218444,204305,206129,206821,305631,264292,230480,239146,243972,236318,240174,218108,227848,254783,269429,233853,225985,227353,258509,239470,229087,238519,255543,252134,254576,253132,278169,252729,247263,260747,252603,259056,255407,256233,249789,269272,233171,249323,247575,263980,254793,248700,256807,238355,239193,249005,269070,246682,275809,324508,253681,229692,205172,220208,235356,237886,229086,229417,234387,228075,235485,251951,228288,234887,233351,234103,237781,239103,246748,237023,237505,244287,238692,224589,232089,242422,242394,233841,228785,225450,221651,214161,209524,202908,192041,174241,201007,186297,156156,156521,155385,162762,152359,154840,145151,164424,164818,185045,246824,151703,162683,170629,172313,160112,150677,183731,175369,175130,174574,178187,179989,179231,193152,190955,197345,201863,198013,197682,197946,187261,179526,188424,185273,201608,210525,212458,215456,220455,223622,219120,219114,215555,217200,212830,218547,232849,219275,240414,237913
"14","6","        New autos","DNEARX0",76328,76807,79758,76230,79699,81239,76484,80466,80022,78185,82984,87239,75261,80199,84483,77156,82753,76246,75273,75831,76298,76890,77030,79268,80669,77422,77688,71239,75510,71867,78917,83326,78585,79430,80458,87107,77198,80757,79963,84801,88212,86448,77369,81375,84628,85976,81254,93938,82493,87590,89357,88982,93851,95121,93854,95112,91370,98137,95781,98117,101726,104377,100740,98781,99988,97059,96094,95318,96251,96123,90762,88462,93759,98996,93036,90064,89293,94556,88170,88583,86311,129213,110124,92134,96536,97207,93984,97832,90289,90690,98962,101805,94767,87639,90506,95008,97213,89896,91813,92317,89388,90943,91678,98571,87751,88509,94459,87283,91830,93432,96270,91029,95983,87533,90399,89398,91689,94016,93372,98474,91833,93724,97104,106984,93445,97410,105410,101400,99282,94718,93722,94341,106517,97332,94375,101751,98071,96632,105740,99672,96844,95252,96398,100415,98088,98104,96279,94477,100983,95394,88394,88744,95173,95416,97873,98144,99943,95325,93847,96345,100212,97387,85041,83978,75711,70873,64930,63349,62291,60798,62679,56702,64545,68716,84785,118088,66593,68166,69967,72016,64596,58936,67801,65255,63612,67549,67363,68654,69252,72666,71621,74670,75835,77501,80304,78556,73042,72076,69347,69057,75179,80582,81806,81391,88390,94639,88859,87232,85194,87580,85281,87450,94293,90851,99274,96683
"15","7","          New domestic autos","DNDCRX0",51288,51158,53920,51404,53012,55110,53001,55880,55534,55082,58405,62548,53908,58187,60122,55043,59641,52671,52312,50464,50969,52378,51475,54409,54548,50391,50077,46495,50885,46113,52682,53864,51099,50509,51776,55526,50288,51046,51096,55933,58511,57651,48718,51989,59016,57294,53109,62808,54730,58309,59716,58656,60090,62754,60165,63063,59592,59856,60982,63081,67495,69639,67728,65246,66533,63430,62774,62880,62746,61833,58954,54404,62911,67431,62173,56735,57313,62186,56194,56391,57163,93651,77390,59432,64781,65365,61511,65992,60068,60113,67423,70990,62181,58809,58707,63452,63379,57412,60636,62546,59773,60069,60794,67953,56084,58687,62722,58384,61523,60307,62639,57790,61988,55306,59626,57728,59411,58003,59545,63734,60212,60261,63834,72876,59860,63025,69664,65657,64076,59554,59850,59574,71785,63643,59972,65088,61084,59645,67044,63116,60157,57866,58436,59677,61489,61907,60175,58168,64118,60242,53683,54615,59662,59981,62130,62392,66395,60329,56510,57587,61802,59872,49650,51541,47304,44202,40165,39444,39429,36662,38271,34110,40245,43839,56248,83530,42054,42715,45141,47418,40938,37144,45054,42917,40325,42655,42250,42787,43769,46416,45656,48312,49313,50587,52460,51664,47433,47742,45039,44836,49360,54610,54945,54802,60258,63934,60539,58995,58254,60373,56907,61443,64236,61002,66898,65748
"16","8","          New foreign autos","DNFCRX0",25041,25649,25839,24826,26688,26130,23483,24586,24488,23104,24580,24691,21354,22013,24361,22114,23112,23576,22961,25367,25330,24513,25556,24859,26121,27031,27611,24743,24625,25753,26236,29462,27486,28921,28681,31581,26910,29711,28867,28868,29700,28797,28651,29386,25612,28682,28145,31130,27763,29281,29641,30327,33761,32368,33689,32049,31778,38281,34798,35036,34232,34738,33013,33535,33455,33629,33319,32438,33505,34289,31808,34058,30849,31564,30862,33329,31980,32369,31975,32191,29148,35562,32735,32702,31755,31842,32473,31840,30221,30577,31539,30815,32586,28829,31800,31555,33834,32484,31177,29772,29615,30874,30884,30617,31667,29822,31737,28899,30307,33125,33631,33239,33994,32227,30773,31670,32278,36013,33827,34741,31621,33463,33270,34108,33585,34385,35746,35743,35206,35164,33872,34767,34732,33688,34403,36663,36986,36987,38696,36556,36687,37386,37962,40738,36599,36197,36105,36310,36865,35152,34711,34129,35511,35435,35743,35751,33548,34997,37337,38759,38411,37515,35391,32436,28408,26671,24765,23905,22862,24136,24407,22591,24299,24877,28537,34559,24539,25452,24826,24597,23658,21791,22746,22338,23287,24894,25113,25867,25483,26250,25965,26358,26522,26914,27844,26892,25608,24334,24308,24221,25819,25972,26861,26589,28131,30705,28319,28236,26940,27207,28374,26007,30056,29849,32376,30934
"17","9","        New light trucks","DNWTRX0",63153,64328,66884,63748,63074,66783,63692,64018,63680,62821,65178,72970,68545,68123,69908,68847,69827,67353,66915,69487,68415,71679,71919,69392,70170,69938,74296,71480,73737,71257,76832,82577,78023,79670,86040,85813,80193,79752,79513,85568,95788,96166,83886,82114,93445,99138,94469,97808,97220,97596,96351,96870,101120,102761,99527,100688,103943,98873,98191,106974,107899,111563,107935,104070,103459,100109,101416,106205,116987,107667,102691,100020,109129,116127,118657,113788,112932,123944,116186,117594,120539,176475,154200,138344,142617,146777,142350,142358,127832,137172,155831,167629,139117,138361,136874,163497,142307,139217,146719,163196,162703,163596,161428,179549,164913,158717,166260,165240,167168,161949,159962,158732,173242,145624,158890,158143,172244,160759,155324,158355,146558,145523,151943,162126,153255,178420,219217,152293,130349,110309,126386,140983,131154,131655,134997,132479,129862,138804,146103,128414,138022,138112,137691,137258,141024,148776,140792,143150,143284,143392,136325,143558,147376,147085,135841,130403,125116,126037,119959,112631,101800,93620,88382,117026,110739,84825,91631,92149,100887,91723,92246,88668,100095,96061,99797,127834,84883,94441,100657,100226,95585,91910,116341,110479,111953,107278,111153,111646,110256,120853,119700,123026,126397,120765,117519,119593,114458,107572,119516,116598,126840,130268,130957,134450,132222,128926,130369,132060,130564,129752,127699,131256,138687,128473,141203,141350
"18","10","      Net purchases of used motor vehicles (56)","DNPVRX0",75385,70469,74039,66218,68753,78573,72219,79360,81489,73545,74494,74834,75365,81421,75118,89749,79207,78480,83354,85900,85892,82546,85023,78177,95220,90139,91366,90171,81020,92138,88854,94273,87007,88433,92436,91194,88837,88083,90171,89852,95156,87363,100302,112264,111103,116709,122174,120644,103045,102740,104073,116697,114400,118831,116806,115750,112618,98003,103687,99010,111924,122438,114405,98724,101730,100854,100227,104016,105542,110055,114171,118174,103383,116831,110558,97337,108474,109676,108187,121600,107170,113849,106633,94211,97846,104095,108531,123659,108927,116156,119292,119325,111034,107501,109661,106620,114254,109071,105742,107617,106958,106509,112467,110369,109575,111726,110012,109887,101797,108033,109215,109351,113311,109902,112518,108485,116673,111907,115298,119722,123406,115290,118714,119410,102805,112774,108972,113053,109146,107727,110429,110753,110403,109274,114844,113494,109676,114092,112331,115906,112762,117462,115492,115256,112010,112154,111792,116949,122050,116217,121289,120475,124255,119727,116951,117352,118029,116840,114704,114327,112243,116775,111103,109834,110518,105956,107328,106767,116989,114116,119645,117072,115119,119312,115307,118989,108689,108992,109728,107348,104437,107007,110971,105952,109363,108540,109549,108886,112157,117173,112890,112825,113635,114991,113408,107548,107395,103817,106845,101485,103328,103228,103964,108459,107768,109922,107132,105854,101351,101959,104221,110053,109451,114536,114934,120442
"19","11","        Used autos","DNPURX0",54689,50104,53076,45404,47595,56235,49890,56068,58911,49996,50206,49033,49611,54694,48481,62846,51660,50975,55822,57174,57038,52420,55706,48258,61879,57689,60275,57963,48010,58000,54548,58185,50793,52271,58090,57324,54358,53539,54040,51319,59160,50096,58376,68417,65960,66797,69337,70272,57947,57699,58870,66106,62738,66845,64604,64698,63853,52303,57152,53255,60045,71298,62597,51944,55674,53639,50968,54940,58373,61190,64360,68254,54668,64659,58694,54078,60626,58438,58069,64381,56213,56372,56284,47411,53145,53952,55819,63409,56844,59480,61450,60285,55939,53953,56065,53476,58249,55526,53381,54378,53881,53513,56570,55713,54795,56178,55359,55044,49853,53235,54052,54354,56641,54543,55691,52922,57579,54720,56694,59006,61212,56328,58665,59978,50394,55963,53357,55764,54079,53651,54370,54325,53656,53558,55941,55488,52844,55101,54016,55690,53121,54926,53544,53069,51607,51148,50647,52779,54947,52607,54789,54151,55749,54113,53775,54272,55275,54939,54011,54105,53357,54882,52136,50414,49948,46118,46700,45673,49408,48525,51311,49199,48157,50139,48375,50707,46626,46942,47297,45929,44981,45656,47536,44878,46050,45711,46603,46732,48166,50861,48867,48790,48997,50159,49504,47422,47071,44036,45913,43382,44703,44443,45094,47421,47256,47664,46494,45396,43059,43211,44219,46507,46206,49325,48856,51104
"20","12","          Net transactions in used autos","DNETRX0",28504,26610,27636,21354,23015,30219,25105,30529,32692,26039,25414,26387,25504,29078,23576,36154,26464,25488,30042,31927,30859,27203,31014,25172,36219,32518,34985,32965,23908,32779,28968,32175,25401,27169,32959,32569,30496,29866,30313,27334,34283,25922,33255,42107,39567,39476,41818,43006,33453,33489,34376,39583,36087,39675,37633,37963,37616,28592,33163,29262,33467,43555,35805,27702,31413,29585,26517,29779,32522,34630,37182,40474,28509,37047,31604,26881,32378,30470,30572,36827,30583,30584,30446,22265,27273,28268,30478,38597,32515,35413,38534,37854,33832,31950,33523,30459,32095,31537,31430,32067,31222,30597,31449,30950,32142,31599,31279,32022,30846,30827,30826,30366,30942,30570,31204,30774,30522,31306,32261,33181,31740,33037,31247,31286,29915,31554,31555,32369,31165,30638,31396,31234,30823,29846,31451,31116,30572,30735,29864,29799,30082,29573,29242,29283,28214,28969,29018,29388,31205,29642,30207,30263,30963,29772,29697,29776,30258,29584,29622,29971,29656,30795,29102,28373,27785,27424,25898,26407,29587,29311,29436,29788,29613,29667,29631,30579,29525,28853,28384,27800,27422,27514,27358,26936,27284,27661,27666,27940,28831,30629,29547,29532,29740,29698,29910,27491,27281,26563,26561,25156,25669,25477,26185,26835,26512,27561,27089,26958,25544,24927,25194,27720,28360,28631,30292,31355
"21","13","          Used auto margin","DMARRX0",28831,25902,28070,27643,28041,28319,27874,27519,27953,26529,27711,24896,26870,27907,28141,27990,27986,28509,28049,27071,28376,27778,26680,25545,27276,26990,26816,26719,26804,27031,27881,28016,27922,27377,27019,26617,25794,25595,25625,26194,26438,26674,26809,27106,27468,28552,28550,28141,26060,25747,25960,27703,28173,28394,28402,28115,27570,25628,25445,25856,28330,28636,28395,26354,25952,25931,26796,27183,27591,28155,28509,28769,28589,29069,29270,30058,30569,30474,29866,29209,27786,27936,27923,27991,28175,27790,27189,26139,25926,25494,24107,23629,23485,23459,24016,24693,27989,25708,23520,23848,24265,24586,26936,26606,24236,26288,25799,24760,20735,24171,25004,25705,27424,25743,26239,23941,28799,25201,26225,27625,31353,24985,29158,30440,22262,26145,23555,25125,24620,24721,24664,24740,24516,25386,26174,26049,23951,26078,25881,27635,24699,26999,25937,25393,25003,23827,23321,25059,25482,24649,26179,25497,26388,25935,25671,26109,26636,26965,25952,25663,25232,25512,24560,23615,23786,20301,22484,20832,21263,20652,23276,20792,19911,21813,20109,21430,18497,19481,20309,19545,19006,19601,21576,19427,20202,19516,20380,20217,20754,21651,20754,20701,20732,21906,21049,21252,21168,18923,20722,19627,20409,20339,20302,21916,22063,21524,20813,19804,18915,19647,20395,20191,19303,22098,20061,21187
"22","14","          Employee reimbursement","DREERX0",-1975,-1990,-1954,-1930,-2009,-2030,-2019,-1918,-1970,-1937,-1944,-2005,-1985,-1875,-1911,-1891,-1963,-1981,-1946,-1917,-1961,-1965,-1980,-1985,-1988,-1895,-1872,-1891,-1893,-1899,-1876,-1850,-1879,-1831,-1845,-1856,-1857,-1824,-1849,-1851,-1838,-1825,-1796,-1787,-1754,-1766,-1797,-1821,-1815,-1824,-1805,-1784,-1767,-1762,-1775,-1782,-1767,-1727,-1708,-1705,-1706,-1740,-1757,-1729,-1710,-1697,-1718,-1713,-1692,-1721,-1713,-1713,-1722,-1727,-1737,-1727,-1798,-1819,-1833,-1828,-1841,-1837,-1805,-1777,-1747,-1718,-1683,-1659,-1671,-1668,-1652,-1659,-1679,-1694,-1732,-1768,-1748,-1739,-1750,-1739,-1710,-1696,-1697,-1708,-1705,-1676,-1673,-1713,-1737,-1732,-1748,-1710,-1750,-1772,-1767,-1768,-1767,-1794,-1796,-1792,-1773,-1768,-1743,-1761,-1776,-1744,-1756,-1731,-1709,-1718,-1690,-1651,-1679,-1696,-1696,-1686,-1695,-1704,-1717,-1700,-1673,-1633,-1626,-1605,-1618,-1627,-1658,-1675,-1711,-1669,-1622,-1609,-1612,-1611,-1602,-1619,-1619,-1584,-1566,-1550,-1547,-1485,-1530,-1569,-1602,-1630,-1614,-1556,-1512,-1494,-1477,-1447,-1433,-1440,-1425,-1413,-1416,-1440,-1457,-1463,-1480,-1501,-1505,-1528,-1508,-1507,-1510,-1486,-1481,-1477,-1475,-1478,-1498,-1532,-1482,-1447,-1501,-1476,-1486,-1509,-1498,-1497,-1498,-1488,-1497,-1537,-1507,-1444,-1480,-1466,-1464,-1496,-1531,-1551,-1523,-1492
"23","15","        Used light trucks","DUTRRX0",20923,20565,21174,20987,21337,22570,22513,23524,22836,23727,24452,25918,25885,26911,26747,27145,27687,27649,27704,28908,29038,30282,29478,30106,33480,32634,31232,32380,33146,34352,34468,36265,36315,36286,34531,34057,34638,34696,36277,38646,36184,37376,42070,44042,45316,50066,52985,50552,45217,45161,45330,50733,51771,52127,52321,51179,48899,45782,46634,45831,51960,51302,51904,46837,46142,47265,49250,49120,47290,49002,49979,50133,48759,52306,51907,43375,47988,51296,50181,57277,51003,57431,50397,46795,44785,50161,52725,60270,52114,56697,57865,59052,55107,53559,53610,53155,56023,53559,52370,53248,53085,53002,55904,54668,54780,55555,54662,54850,51935,54794,55162,54996,56667,55359,56828,55569,59097,57191,58606,60718,62204,58956,60051,59439,52411,56812,55616,57290,55065,54066,56058,56428,56753,55716,58905,58010,56833,58994,58315,60216,59632,62525,61937,62177,60394,61001,61144,64170,67104,63609,66500,66324,68500,65605,63173,63080,62766,61918,60709,60242,58907,61897,58964,59415,60563,59824,60608,61061,67531,65545,68289,67809,66893,69103,66862,68224,62013,62000,62380,61367,59406,61301,63382,61024,63260,62775,62894,62106,63940,66262,63973,63984,64588,64775,63844,60056,60256,59752,60885,58063,58573,58736,58817,60978,60450,62202,60583,60410,58252,58707,59960,63500,63199,65156,66031,69290
"24","16","          Net transactions in used trucks","DUTNRX0",11617,11229,11677,11438,11661,12648,12520,13321,12645,13337,13889,15104,14992,15823,15594,15864,16263,16147,16115,17103,17136,18170,17365,17847,20079,19522,18405,19492,20193,21251,21059,22709,22787,22974,21380,21002,21728,21735,23055,24883,22361,23226,27356,28887,29727,33285,35856,33773,30022,30108,30102,34083,34753,34944,35235,34261,32312,30068,30850,29884,34555,33845,34541,30747,30265,31282,32590,32343,30592,32287,33166,33272,31867,35115,34633,26255,30452,33572,32768,39312,33945,39620,32704,29042,27463,32560,35081,42409,34696,39428,41108,42438,38618,36876,36486,35603,36662,35550,35355,35902,35272,34863,35952,35338,36591,35999,35636,36589,36055,36572,36805,35850,36311,36156,37108,37233,37237,38308,39074,40112,38934,40698,38738,37701,36007,37718,38168,38990,37290,36273,37603,38060,38468,37256,39635,39230,39227,39870,39407,39832,41041,41667,42140,42816,41021,42332,42853,43868,46779,44525,45679,45971,47220,45232,44364,43680,43403,42560,42352,42637,41716,43823,41754,42213,42827,44004,42620,44318,50312,49338,49325,49970,50362,50720,50093,50434,47283,45773,45100,44634,43672,44306,44367,44189,44849,45563,45301,44952,45613,48096,46485,46375,46701,46488,46441,42624,42442,42544,43174,41249,41421,40962,41880,42723,41969,43484,43002,43138,41612,41458,42219,46112,46422,46395,49022,50727
"25","17","          Used truck margin","DUTMRX0",10146,10267,10388,10513,10635,10758,10880,11002,11123,11245,11366,11488,11608,11729,11849,11970,12090,12210,12329,12449,12568,12687,12806,12924,14040,13761,13574,13475,13460,13527,13907,13961,13927,13680,13582,13501,13291,13353,13537,14005,14314,14627,14866,15247,15689,16747,16896,16693,15175,15008,15216,16544,16920,17098,16960,16847,16638,15816,15821,16106,17392,17517,17341,16189,15982,16008,16688,16854,16938,16789,16819,16868,17065,17078,17232,17932,17986,17868,17534,17604,17072,17402,17879,18210,17717,17672,17574,17542,17356,17020,16394,16177,16180,16444,16932,17438,19382,17968,16865,17196,17765,18152,20103,19437,18138,19613,19078,18299,15913,18245,18375,19144,20329,19194,19697,18339,21839,18869,19524,20603,23285,18251,21289,21703,16437,19094,17455,18300,17774,17800,18459,18370,18289,18456,19267,18775,17599,19125,18907,20402,18573,20860,19792,19359,19365,18684,18321,20294,20356,19126,20822,20379,21292,20383,18873,19429,19396,19392,18384,17612,17199,18092,17238,17220,17782,15731,18052,16741,17181,16176,18951,17835,16557,18349,16813,17773,14820,16214,17229,16685,15701,16935,18888,16776,18271,17160,17507,17089,18192,18109,17437,17546,17815,18183,17357,17310,17673,17087,17585,16695,17025,17620,16830,18100,18307,18562,17461,17154,16522,17119,17613,17273,16672,18606,16944,18455
"26","18","      Motor vehicle parts and accessories (58)","DMVPRX0",37004,36240,36551,37115,37065,37809,37614,38117,38340,38062,38880,38962,38907,39646,39789,39742,40055,40075,40545,39849,40299,40962,40846,40977,41220,41351,41665,41676,40779,41700,41886,42557,42677,42387,43007,42501,42842,42614,42961,42916,43423,42718,42284,41831,42294,42734,42500,43005,43367,43684,43614,44262,44358,44378,44831,44754,45518,45379,45732,45501,45743,45612,46080,44929,45247,45481,44807,45058,46584,44753,43957,44582,43061,43340,43058,43888,43907,43912,43493,43802,42571,45387,43637,43062,43115,43306,42585,43484,42808,43415,43623,43864,43216,43226,43112,43579,43305,42678,43350,43381,43729,43898,44301,44661,45030,44540,44894,44266,44264,45111,45630,44646,45612,44468,45103,45194,45692,45921,45870,46831,47120,46444,45854,46896,46176,47569,48088,46405,45429,45210,47010,46880,48271,46858,46744,46547,45457,45814,46183,45879,46277,46109,45797,46395,46349,46283,46791,46391,46918,46412,46228,46727,47242,47173,46124,45618,45367,44754,44597,44581,44545,44288,43201,42812,42410,40959,40631,40320,40377,39845,39012,38987,39071,39176,39401,40140,38145,39119,38835,39071,39316,39407,40708,41320,41254,40986,41140,41877,42071,42428,42665,42827,42243,42512,42947,42573,42226,42464,42473,42829,43483,43604,43622,42946,43671,43843,43136,43366,43070,42780,43028,42811,43281,42999,43103,42909
"27","19","        Tires","DTATRX0",16059,15683,15792,15906,15884,16123,15878,16055,16151,15972,16310,16337,16298,16563,16489,16498,16663,16557,16715,16333,16362,16647,16498,16439,16442,16481,16559,16485,16159,16599,16600,16855,16942,16892,17089,16902,17004,17004,17017,16786,16890,16582,16518,16294,16370,16562,16299,16593,16742,16718,16724,16856,16681,16722,16807,16757,17174,16969,17048,17032,17231,17110,17331,16742,16979,16984,16718,16666,17199,16358,15949,16584,16217,16496,16411,16856,16787,16916,16801,17012,16450,16621,16308,16356,16334,16315,16201,16513,16470,16696,16700,16683,16879,16886,16909,16990,16949,16862,17116,17136,17289,17317,17569,17717,18124,17997,18122,17793,17782,18310,18686,18361,18780,18343,18611,18677,18609,18957,19001,19335,19796,19601,19418,19761,19604,20029,20047,19803,19586,19724,20383,20328,20633,20216,20327,20291,19650,20017,20151,19939,20242,20206,20167,20264,20543,20491,20858,20687,20951,20964,20896,21052,21135,21179,20776,20726,20858,20475,20368,20451,20432,20300,19704,19840,19674,19311,19156,19210,18981,18802,18500,18457,18423,18423,18580,18687,18121,18464,18060,18456,18574,18677,19034,19614,19546,19508,19464,19746,19842,19845,19979,19913,19683,19760,20245,19863,19740,19753,19672,19964,20367,20329,20235,19609,20060,20180,19744,20094,20027,19757,20022,19850,19979,19906,19904,19715
"28","20","        Accessories and parts","DPAARX0",20845,20462,20665,21120,21093,21602,21664,21992,22118,22024,22503,22559,22544,23020,23246,23187,23333,23466,23779,23471,23901,24276,24316,24512,24758,24850,25087,25177,24604,25081,25269,25686,25717,25475,25900,25581,25821,25590,25929,26123,26529,26135,25760,25533,25925,26171,26206,26414,26627,26972,26895,27414,27693,27670,28040,28012,28358,28427,28701,28486,28528,28517,28764,28204,28283,28514,28104,28412,29406,28419,28033,28015,26857,26852,26655,27036,27126,26999,26692,26788,26123,28794,27347,26716,26792,27004,26393,26980,26340,26721,26927,27187,26336,26340,26203,26589,26357,25814,26232,26244,26438,26580,26730,26940,26903,26541,26769,26469,26477,26797,26942,26284,26831,26125,26491,26516,27083,26963,26868,27496,27323,26842,26435,27134,26572,27540,28041,26603,25844,25487,26628,26552,27639,26643,26417,26257,25807,25799,26034,25940,26036,25905,25633,26132,25811,25797,25939,25710,25974,25457,25340,25683,26113,26001,25354,24901,24526,24292,24240,24144,24127,24001,23509,22988,22753,21671,21498,21140,21419,21068,20539,20557,20672,20777,20846,21470,20054,20681,20791,20641,20768,20757,21694,21735,21736,21509,21703,22156,22254,22606,22710,22936,22583,22775,22726,22733,22509,22736,22827,22889,23139,23299,23412,23370,23642,23692,23425,23297,23066,23050,23029,22985,23329,23119,23225,23221
"29","21","    Furnishings and durable household equipment","DFDHRX0",132421,130079,129977,130228,132410,133328,134185,133297,134289,133542,136550,136396,131404,134961,136838,138444,139799,139460,139208,138595,140120,141337,142492,143228,141354,143478,143659,142915,142936,144298,145938,146708,147085,147299,149055,149206,151632,152931,152771,153330,154879,156308,156979,158261,159995,161433,163926,165293,165072,169052,170821,169231,172783,174888,174616,178292,181067,181783,182916,186080,186117,188456,190047,190567,192755,192158,192767,194912,195435,196665,196026,193852,200258,197585,197468,199117,200474,201064,202667,204527,199242,204314,208686,211799,213272,215371,215932,216962,217054,216090,215724,217280,216148,217875,220596,221807,220536,214426,221241,220959,227949,229451,231917,234699,235483,236063,238190,238570,239161,240420,245424,243982,244244,245530,250373,249552,249054,250294,251679,256789,254659,255904,254390,258662,255347,261039,260090,263004,266414,269218,269532,267115,275364,274204,275019,272780,269585,271443,271063,271926,273336,271836,270437,273527,277148,273323,274454,272846,274406,271172,273782,274370,275057,274727,275838,275082,272413,267891,266251,271139,271910,271173,268721,262649,254433,252273,248855,245568,244227,243043,235879,236576,238017,237386,238264,241405,240927,242453,244065,246105,246620,250253,254129,257924,257069,255977,256362,259341,260155,260395,265743,266011,262654,266363,270931,270256,268883,269553,271818,272490,276795,277983,280969,281619,285352,285390,287355,283842,286817,285986,287785,289043,291677,289457,292493,296020
