"","Table 2#6# Personal Income and Its Disposition, Monthly","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207"
"197","26","Less: Personal current taxes","W055RC1","1,020,533.0","1,017,769.0","1,015,362.0","1,006,506.0","1,013,226.0","1,024,368.0","938,587.0","899,047.0","1,014,502.0","1,018,063.0","1,022,103.0","1,020,266.0","1,008,605.0","1,007,462.0","1,008,857.0","1,012,682.0","1,024,467.0","1,032,631.0","1,050,180.0","1,063,981.0","1,074,527.0","1,081,950.0","1,088,008.0","1,098,254.0","1,160,327.0","1,168,647.0","1,174,330.0","1,184,844.0","1,192,315.0","1,201,829.0","1,212,978.0","1,221,185.0","1,231,477.0","1,242,905.0","1,251,242.0","1,259,945.0","1,301,394.0","1,316,867.0","1,328,899.0","1,342,101.0","1,342,910.0","1,347,661.0","1,347,939.0","1,351,188.0","1,362,801.0","1,375,211.0","1,392,804.0","1,415,593.0","1,440,302.0","1,459,018.0","1,472,580.0","1,477,947.0","1,482,129.0","1,487,988.0","1,490,934.0","1,491,451.0","1,502,015.0","1,506,425.0","1,517,319.0","1,526,440.0","1,521,660.0","1,528,002.0","1,538,478.0","1,525,993.0","1,137,175.0","1,347,892.0","1,354,036.0","1,492,798.0","1,480,330.0","1,462,626.0","1,432,089.0","1,401,333.0","1,226,734.0","1,195,160.0","1,164,606.0","1,126,061.0","1,125,566.0","1,124,033.0","1,125,252.0","1,126,888.0","1,127,144.0","1,128,367.0","1,133,606.0","1,135,803.0","1,147,056.0","1,142,490.0","1,147,230.0","1,155,912.0","1,170,093.0","1,177,779.0","1,196,077.0","1,210,720.0","1,221,535.0","1,233,262.0","1,241,317.0","1,254,157.0","1,366,612.0","1,376,386.0","1,384,930.0","1,391,578.0","1,399,066.0","1,409,128.0","1,421,345.0","1,421,690.0","1,421,621.0","1,414,910.0","1,412,576.0","1,427,714.0","1,447,841.0","1,465,514.0","1,475,153.0","1,478,765.0","1,477,256.0","1,483,943.0","1,484,849.0","1,493,654.0","1,510,733.0","1,521,211.0","1,546,033.0","1,591,036.0","1,611,014.0","1,630,689.0","1,639,603.0","1,651,581.0","1,662,914.0","1,674,730.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","27","Equals: Disposable personal income","A067RC1","8,251,349.0","8,268,118.0","8,317,615.0","8,356,790.0","8,412,012.0","8,449,565.0","8,567,757.0","8,648,038.0","8,572,357.0","8,606,197.0","8,678,332.0","8,712,422.0","8,753,614.0","8,792,718.0","8,839,876.0","8,884,183.0","8,960,081.0","8,989,192.0","9,015,474.0","9,049,265.0","9,066,917.0","9,110,042.0","9,119,051.0","9,458,399.0","9,148,480.0","9,179,035.0","9,235,115.0","9,279,705.0","9,326,669.0","9,359,100.0","9,422,553.0","9,476,024.0","9,518,703.0","9,578,401.0","9,622,150.0","9,675,274.0","9,848,243.0","9,894,684.0","9,929,156.0","9,957,698.0","9,971,178.0","10,016,970.0","10,049,727.0","10,079,677.0","10,116,649.0","10,147,764.0","10,186,284.0","10,254,685.0","10,295,737.0","10,356,641.0","10,424,203.0","10,442,268.0","10,466,499.0","10,475,977.0","10,515,282.0","10,530,615.0","10,598,311.0","10,609,722.0","10,652,471.0","10,726,629.0","10,789,251.0","10,826,584.0","10,881,194.0","10,867,335.0","11,441,431.0","11,217,747.0","11,089,010.0","10,991,570.0","11,014,737.0","11,008,393.0","10,958,414.0","10,858,738.0","10,900,163.0","10,819,714.0","10,809,260.0","10,888,420.0","11,076,235.0","10,955,812.0","10,914,436.0","10,919,687.0","10,956,608.0","10,950,405.0","11,004,624.0","11,050,523.0","11,048,949.0","11,029,844.0","11,067,413.0","11,149,677.0","11,229,721.0","11,239,835.0","11,261,234.0","11,310,685.0","11,306,016.0","11,358,895.0","11,408,757.0","11,513,654.0","11,604,527.0","11,667,213.0","11,690,067.0","11,710,996.0","11,742,891.0","11,791,858.0","11,856,965.0","11,870,839.0","11,858,344.0","11,865,172.0","11,857,695.0","11,931,637.0","12,025,778.0","12,096,415.0","12,135,008.0","12,161,943.0","12,159,778.0","12,193,822.0","12,181,729.0","12,186,129.0","12,247,550.0","12,294,061.0","12,437,848.0","12,829,169.0","12,170,745.0","12,328,658.0","12,367,170.0","12,356,405.0","12,394,551.0","12,428,181.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","28","Less: Personal outlays","A068RC1","7,880,262.0","7,873,594.0","7,930,462.0","7,971,454.0","7,981,973.0","8,038,597.0","8,095,119.0","8,191,578.0","8,187,119.0","8,205,163.0","8,264,804.0","8,290,634.0","8,358,650.0","8,391,252.0","8,438,925.0","8,460,622.0","8,537,486.0","8,533,704.0","8,601,889.0","8,627,921.0","8,709,383.0","8,757,451.0","8,800,508.0","8,862,376.0","8,879,255.0","8,934,746.0","8,982,988.0","9,079,008.0","9,046,443.0","9,144,378.0","9,235,524.0","9,239,420.0","9,289,426.0","9,326,150.0","9,354,929.0","9,396,974.0","9,475,911.0","9,513,222.0","9,550,207.0","9,612,508.0","9,643,658.0","9,673,584.0","9,756,878.0","9,770,634.0","9,802,260.0","9,825,911.0","9,847,426.0","9,937,670.0","9,980,197.0","10,013,445.0","10,048,385.0","10,097,760.0","10,148,660.0","10,175,422.0","10,208,677.0","10,250,893.0","10,289,502.0","10,304,332.0","10,375,564.0","10,394,535.0","10,409,945.0","10,396,105.0","10,439,323.0","10,480,685.0","10,529,219.0","10,587,721.0","10,585,307.0","10,573,070.0","10,516,007.0","10,402,209.0","10,261,066.0","10,147,797.0","10,200,920.0","10,187,631.0","10,157,995.0","10,159,878.0","10,182,117.0","10,231,492.0","10,260,205.0","10,387,422.0","10,300,862.0","10,350,659.0","10,365,505.0","10,413,094.0","10,421,431.0","10,449,784.0","10,508,414.0","10,512,847.0","10,543,028.0","10,571,220.0","10,591,357.0","10,651,415.0","10,669,705.0","10,748,102.0","10,806,037.0","10,840,939.0","10,876,712.0","10,926,301.0","11,005,058.0","11,041,784.0","11,070,623.0","11,095,986.0","11,149,414.0","11,177,164.0","11,230,903.0","11,276,794.0","11,290,196.0","11,288,574.0","11,355,604.0","11,447,515.0","11,482,141.0","11,512,373.0","11,501,481.0","11,509,963.0","11,555,210.0","11,583,155.0","11,664,718.0","11,679,211.0","11,700,210.0","11,709,280.0","11,734,364.0","11,812,839.0","11,837,516.0","11,811,088.0","11,826,217.0","11,881,540.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","29","  Personal consumption expenditures","DPCERC1","7,579,794.0","7,572,552.0","7,626,997.0","7,662,555.0","7,669,443.0","7,723,706.0","7,782,949.0","7,878,094.0","7,872,774.0","7,886,894.0","7,946,079.0","7,970,428.0","8,038,115.0","8,071,565.0","8,120,674.0","8,137,500.0","8,210,372.0","8,202,936.0","8,268,142.0","8,290,824.0","8,369,100.0","8,415,140.0","8,455,006.0","8,513,685.0","8,521,906.0","8,575,871.0","8,622,639.0","8,714,048.0","8,676,826.0","8,770,840.0","8,862,730.0","8,866,735.0","8,916,636.0","8,953,197.0","8,981,320.0","9,021,336.0","9,095,313.0","9,127,820.0","9,161,242.0","9,216,717.0","9,247,337.0","9,277,573.0","9,356,297.0","9,364,313.0","9,388,327.0","9,405,048.0","9,421,957.0","9,507,601.0","9,549,755.0","9,587,451.0","9,628,167.0","9,664,906.0","9,704,595.0","9,720,512.0","9,751,010.0","9,791,501.0","9,828,046.0","9,846,276.0","9,920,360.0","9,940,773.0","9,956,354.0","9,947,558.0","9,997,450.0","10,038,169.0","10,087,514.0","10,145,487.0","10,140,355.0","10,127,905.0","10,071,245.0","9,974,750.0","9,842,354.0","9,736,876.0","9,785,310.0","9,768,677.0","9,735,782.0","9,734,085.0","9,755,403.0","9,805,176.0","9,832,789.0","9,958,901.0","9,870,573.0","9,922,932.0","9,944,924.0","10,000,712.0","10,002,905.0","10,031,706.0","10,092,280.0","10,104,440.0","10,136,252.0","10,163,375.0","10,185,051.0","10,248,126.0","10,269,597.0","10,346,832.0","10,404,136.0","10,437,919.0","10,470,020.0","10,517,083.0","10,594,239.0","10,631,908.0","10,663,381.0","10,692,371.0","10,745,298.0","10,770,194.0","10,820,332.0","10,866,275.0","10,883,407.0","10,887,000.0","10,952,491.0","11,038,901.0","11,065,847.0","11,100,316.0","11,093,576.0","11,106,707.0","11,151,211.0","11,175,283.0","11,254,389.0","11,266,080.0","11,289,791.0","11,300,631.0","11,321,424.0","11,397,114.0","11,418,994.0","11,397,609.0","11,416,872.0","11,476,284.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","30","  Personal interest payments \4\","B069RC1","201,907.0","201,964.0","203,956.0","208,278.0","211,499.0","213,428.0","212,648.0","213,451.0","213,781.0","212,195.0","212,059.0","212,936.0","212,740.0","211,348.0","209,393.0","213,082.0","216,604.0","219,813.0","222,461.0","225,416.0","228,227.0","231,133.0","234,006.0","236,913.0","238,410.0","239,675.0","240,874.0","245,902.0","250,268.0","253,898.0","253,400.0","252,996.0","252,800.0","251,602.0","251,939.0","253,634.0","259,176.0","263,634.0","266,858.0","267,897.0","268,098.0","267,459.0","271,133.0","276,548.0","283,837.0","288,022.0","292,315.0","296,613.0","293,286.0","288,557.0","282,511.0","293,805.0","304,765.0","315,367.0","316,529.0","318,031.0","319,886.0","315,208.0","312,161.0","310,524.0","306,756.0","301,535.0","294,703.0","292,255.0","291,319.0","291,741.0","292,255.0","292,390.0","291,923.0","281,967.0","273,192.0","265,395.0","268,681.0","271,915.0","275,072.0","277,203.0","278,036.0","277,559.0","277,909.0","278,941.0","280,634.0","274,597.0","267,420.0","259,237.0","260,164.0","259,677.0","257,734.0","253,146.0","251,544.0","252,634.0","249,799.0","246,814.0","243,690.0","243,899.0","244,540.0","245,602.0","248,918.0","251,294.0","252,724.0","250,888.0","248,023.0","244,140.0","245,969.0","248,485.0","251,695.0","249,080.0","244,961.0","239,401.0","242,683.0","247,910.0","255,338.0","251,491.0","247,132.0","242,301.0","247,357.0","251,119.0","253,509.0","249,821.0","247,029.0","245,118.0","247,774.0","250,431.0","253,087.0","248,754.0","244,422.0","240,089.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","31","  Personal current transfer payments","W211RC1","98,561.0","99,078.0","99,508.0","100,621.0","101,032.0","101,464.0","99,521.0","100,032.0","100,564.0","106,074.0","106,666.0","107,270.0","107,796.0","108,340.0","108,859.0","110,040.0","110,510.0","110,955.0","111,286.0","111,682.0","112,057.0","111,178.0","111,496.0","111,778.0","118,938.0","119,200.0","119,475.0","119,059.0","119,349.0","119,641.0","119,393.0","119,690.0","119,990.0","121,351.0","121,670.0","122,005.0","121,423.0","121,768.0","122,107.0","127,894.0","128,223.0","128,552.0","129,448.0","129,773.0","130,097.0","132,842.0","133,154.0","133,456.0","137,156.0","137,437.0","137,707.0","139,049.0","139,300.0","139,543.0","141,138.0","141,361.0","141,570.0","142,847.0","143,043.0","143,239.0","146,834.0","147,012.0","147,169.0","150,261.0","150,385.0","150,493.0","152,697.0","152,775.0","152,840.0","145,491.0","145,519.0","145,526.0","146,929.0","147,039.0","147,141.0","148,590.0","148,678.0","148,756.0","149,507.0","149,580.0","149,655.0","153,130.0","153,161.0","153,145.0","158,362.0","158,401.0","158,400.0","155,261.0","155,231.0","155,210.0","156,507.0","156,474.0","156,418.0","157,371.0","157,361.0","157,419.0","157,775.0","157,925.0","158,096.0","158,989.0","159,219.0","159,476.0","158,147.0","158,485.0","158,876.0","161,439.0","161,828.0","162,172.0","160,430.0","160,703.0","160,956.0","160,566.0","160,773.0","160,956.0","156,641.0","156,753.0","156,820.0","163,309.0","163,390.0","163,531.0","165,166.0","165,294.0","165,435.0","164,724.0","164,923.0","165,167.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","32","    To government","W062RC1","58,020.0","58,537.0","58,967.0","59,274.0","59,685.0","60,117.0","60,574.0","61,085.0","61,617.0","62,148.0","62,740.0","63,344.0","64,312.0","64,856.0","65,375.0","65,896.0","66,366.0","66,811.0","67,264.0","67,660.0","68,035.0","68,432.0","68,750.0","69,032.0","69,998.0","70,260.0","70,535.0","70,863.0","71,153.0","71,445.0","71,769.0","72,066.0","72,366.0","72,691.0","73,010.0","73,345.0","74,756.0","75,101.0","75,440.0","75,808.0","76,137.0","76,466.0","76,829.0","77,154.0","77,478.0","77,840.0","78,152.0","78,454.0","79,545.0","79,826.0","80,096.0","80,387.0","80,638.0","80,881.0","81,148.0","81,371.0","81,580.0","81,801.0","81,997.0","82,193.0","82,035.0","82,213.0","82,370.0","82,549.0","82,673.0","82,781.0","82,905.0","82,983.0","83,048.0","83,137.0","83,165.0","83,172.0","83,195.0","83,305.0","83,407.0","83,428.0","83,516.0","83,594.0","83,571.0","83,644.0","83,719.0","83,686.0","83,717.0","83,701.0","83,987.0","84,026.0","84,025.0","83,910.0","83,880.0","83,859.0","83,838.0","83,805.0","83,749.0","83,728.0","83,718.0","83,776.0","83,927.0","84,077.0","84,248.0","84,466.0","84,696.0","84,953.0","85,256.0","85,594.0","85,985.0","86,410.0","86,799.0","87,143.0","87,424.0","87,697.0","87,950.0","88,173.0","88,380.0","88,563.0","88,729.0","88,841.0","88,908.0","88,935.0","89,016.0","89,157.0","89,270.0","89,398.0","89,538.0","89,693.0","89,892.0","90,136.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","33","    To the rest of the world (net)","B070RC1","40,541.0","40,541.0","40,541.0","41,347.0","41,347.0","41,347.0","38,947.0","38,947.0","38,947.0","43,926.0","43,926.0","43,926.0","43,484.0","43,484.0","43,484.0","44,144.0","44,144.0","44,144.0","44,022.0","44,022.0","44,022.0","42,746.0","42,746.0","42,746.0","48,940.0","48,940.0","48,940.0","48,196.0","48,196.0","48,196.0","47,624.0","47,624.0","47,624.0","48,660.0","48,660.0","48,660.0","46,667.0","46,667.0","46,667.0","52,086.0","52,086.0","52,086.0","52,619.0","52,619.0","52,619.0","55,002.0","55,002.0","55,002.0","57,611.0","57,611.0","57,611.0","58,662.0","58,662.0","58,662.0","59,990.0","59,990.0","59,990.0","61,046.0","61,046.0","61,046.0","64,799.0","64,799.0","64,799.0","67,712.0","67,712.0","67,712.0","69,792.0","69,792.0","69,792.0","62,354.0","62,354.0","62,354.0","63,734.0","63,734.0","63,734.0","65,162.0","65,162.0","65,162.0","65,936.0","65,936.0","65,936.0","69,444.0","69,444.0","69,444.0","74,375.0","74,375.0","74,375.0","71,351.0","71,351.0","71,351.0","72,669.0","72,669.0","72,669.0","73,643.0","73,643.0","73,643.0","73,848.0","73,848.0","73,848.0","74,523.0","74,523.0","74,523.0","72,891.0","72,891.0","72,891.0","75,029.0","75,029.0","75,029.0","73,006.0","73,006.0","73,006.0","72,393.0","72,393.0","72,393.0","67,912.0","67,912.0","67,912.0","74,374.0","74,374.0","74,374.0","75,896.0","75,896.0","75,896.0","75,031.0","75,031.0","75,031.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","34","Equals: Personal saving","A071RC1","371,087.0","394,524.0","387,153.0","385,336.0","430,038.0","410,967.0","472,638.0","456,460.0","385,238.0","401,034.0","413,528.0","421,787.0","394,964.0","401,466.0","400,951.0","423,561.0","422,595.0","455,488.0","413,585.0","421,343.0","357,533.0","352,592.0","318,543.0","596,023.0","269,226.0","244,289.0","252,127.0","200,697.0","280,226.0","214,722.0","187,029.0","236,603.0","229,276.0","252,251.0","267,221.0","278,299.0","372,332.0","381,462.0","378,949.0","345,190.0","327,520.0","343,385.0","292,849.0","309,043.0","314,388.0","321,853.0","338,858.0","317,015.0","315,540.0","343,195.0","375,817.0","344,507.0","317,839.0","300,555.0","306,604.0","279,722.0","308,809.0","305,391.0","276,906.0","332,093.0","379,306.0","430,479.0","441,872.0","386,650.0","912,213.0","630,025.0","503,703.0","418,501.0","498,729.0","606,184.0","697,348.0","710,941.0","699,243.0","632,083.0","651,265.0","728,542.0","894,119.0","724,320.0","654,230.0","532,265.0","655,746.0","599,746.0","639,119.0","637,429.0","627,519.0","580,060.0","558,999.0","636,830.0","686,694.0","668,616.0","669,877.0","659,270.0","636,310.0","610,793.0","602,720.0","672,715.0","727,815.0","740,912.0","685,009.0","669,212.0","672,268.0","695,872.0","707,551.0","693,675.0","627,441.0","588,378.0","567,499.0","643,063.0","670,174.0","648,900.0","652,867.0","649,570.0","658,297.0","683,859.0","626,519.0","602,974.0","582,831.0","614,851.0","737,638.0","1,119,888.0","436,380.0","515,819.0","529,654.0","545,317.0","568,334.0","546,641.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","35","  Personal saving as a percentage of disposable personal income","A072RC1","4.5","4.8","4.7","4.6","5.1","4.9","5.5","5.3","4.5","4.7","4.8","4.8","4.5","4.6","4.5","4.8","4.7","5.1","4.6","4.7","3.9","3.9","3.5","6.3","2.9","2.7","2.7","2.2","3.0","2.3","2.0","2.5","2.4","2.6","2.8","2.9","3.8","3.9","3.8","3.5","3.3","3.4","2.9","3.1","3.1","3.2","3.3","3.1","3.1","3.3","3.6","3.3","3.0","2.9","2.9","2.7","2.9","2.9","2.6","3.1","3.5","4.0","4.1","3.6","8.0","5.6","4.5","3.8","4.5","5.5","6.4","6.5","6.4","5.8","6.0","6.7","8.1","6.6","6.0","4.9","6.0","5.5","5.8","5.8","5.7","5.3","5.1","5.7","6.1","5.9","5.9","5.8","5.6","5.4","5.3","5.8","6.3","6.4","5.9","5.7","5.7","5.9","6.0","5.8","5.3","5.0","4.8","5.4","5.6","5.4","5.4","5.3","5.4","5.6","5.1","4.9","4.8","5.0","5.9","8.7","3.6","4.2","4.3","4.4","4.6","4.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","36","  Personal income excluding current transfer receipts (millions of chained 2009 dollars) \5\","W875RX1","9,162,971.0","9,138,174.0","9,159,199.0","9,206,516.0","9,282,622.0","9,315,317.0","9,320,815.0","9,330,364.0","9,342,688.0","9,399,919.0","9,474,345.0","9,473,856.0","9,458,751.0","9,461,841.0","9,493,263.0","9,526,991.0","9,585,611.0","9,594,059.0","9,639,524.0","9,661,175.0","9,676,616.0","9,687,902.0","9,664,434.0","10,028,295.0","9,724,679.0","9,724,926.0","9,757,937.0","9,775,172.0","9,821,564.0","9,862,138.0","9,905,884.0","9,903,335.0","9,864,128.0","9,925,658.0","10,002,204.0","10,068,923.0","10,193,345.0","10,264,092.0","10,288,618.0","10,285,918.0","10,268,092.0","10,288,982.0","10,275,415.0","10,270,094.0","10,346,950.0","10,426,596.0","10,479,259.0","10,507,294.0","10,497,757.0","10,532,809.0","10,575,186.0","10,587,097.0","10,583,417.0","10,578,906.0","10,593,108.0","10,592,474.0","10,613,692.0","10,593,282.0","10,589,031.0","10,622,515.0","10,641,400.0","10,656,521.0","10,670,464.0","10,605,960.0","10,561,728.0","10,495,622.0","10,455,226.0","10,485,378.0","10,466,689.0","10,498,513.0","10,528,652.0","10,418,938.0","10,214,948.0","10,059,228.0","9,991,255.0","9,984,250.0","9,989,326.0","9,923,780.0","9,887,312.0","9,856,644.0","9,839,151.0","9,835,149.0","9,856,097.0","9,874,196.0","9,830,827.0","9,798,121.0","9,817,376.0","9,914,339.0","10,000,177.0","10,008,645.0","10,034,365.0","10,047,988.0","10,048,236.0","10,086,559.0","10,121,672.0","10,206,552.0","10,386,284.0","10,427,082.0","10,413,483.0","10,408,039.0","10,412,075.0","10,467,299.0","10,523,919.0","10,514,563.0","10,484,259.0","10,476,060.0","10,452,279.0","10,522,132.0","10,596,924.0","10,653,746.0","10,664,463.0","10,680,454.0","10,680,425.0","10,695,464.0","10,675,922.0","10,665,142.0","10,687,446.0","10,722,972.0","10,886,778.0","11,269,364.0","10,652,709.0","10,768,969.0","10,820,842.0","10,863,615.0","10,882,133.0","10,875,843.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
