"","Table 7#12# Imputations in the National Income and Product Accou","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47"
"207","190","    General government","Y670RC1",8.6,9,10.3,11.3,9.9,8.5,6.9,3.4,0.9,1.2,-0.2,-3.3,-4.8,-6.2,-6.9,-14.8,-15.7,-15.9,-17.1,-14.5,-7.9,-5.6,-3.1,6.9,6.1,7,9,6.6,9.5,16.8,22.5,29.5,36.8,38,33.5,44.6,40,35.2,14,7.5,1.2,11,-0.6,-10.4
"208","191","    Government enterprises","Y671RC1",0.9,1.1,1.4,1.5,1.6,1.6,1,0.8,0.4,0.4,0.1,-0.3,-0.7,-0.9,-1.2,-0.9,-1.1,-1.5,-2.4,-2.8,-2.2,-2.1,-2.7,-2.2,-2.7,-2.9,-3.1,-3.2,-3.4,-3,-2.3,-1.8,-1.2,-0.9,2.4,2.4,2.4,1.8,1.9,2,1.2,3.7,3,2.6
"209","192","  Imputed interest on plans' claims on employers","Y609RC1",14.6,19.2,21.4,23.7,26,29,33.1,34.2,38.1,43.2,43.6,47.7,51.1,53.1,55.2,57.7,49.6,53.3,58.7,62.8,63.6,67.5,65.5,73.3,71.4,70.2,67.7,57.5,48.7,37.4,29.2,30.7,62.1,92.8,107,107.9,104.6,102.6,101.5,146.5,199.1,194.9,190.4,207.3
"210","193","    Corporate business","Y245RC1",0.7,1.2,1.2,1.2,1.8,2.4,3.9,4,4.5,3.3,1.6,3.7,5.1,5.1,5.6,8,0,3.3,9.2,13.4,8.4,14.3,8,8.8,5.6,4.5,-3.2,-7,-13.6,-14.6,-19.1,-9.2,9.5,22.9,4.2,4.1,0.5,-7,-3.7,41.5,28.8,24.1,24.3,22.2
"211","194","    Government","Y672RC1",13.8,18,20.2,22.5,24.2,26.6,29.2,30.2,33.7,39.9,42,44.1,46,48,49.6,49.7,49.6,50,49.4,49.4,55.2,53.2,57.5,64.4,65.8,65.8,70.9,64.5,62.4,52,48.3,39.9,52.6,69.9,102.8,103.8,104.1,109.6,105.2,105,170.3,170.7,166,185.1
"212","195","  Imputed interest payments to persons","Y614RC1",19.1,24.5,27.6,30.8,33.4,37.5,42.7,46.3,51.2,60.1,68,79.1,92.2,108.7,121.1,126.9,130,142.1,153.2,160.8,170.9,181.1,184.6,189,187.6,196,205.2,199.8,203.6,195.4,190.8,187.3,204.5,230.5,247.8,246.5,243.3,243.9,250.7,289.1,328.3,325.3,326.6,340.2
"213","196","  Imputed dividend payments to persons","Y615RC1",2,2.3,2.7,2.9,3.4,4.2,4.6,5.2,6.6,8.2,9.8,10.8,12.8,15.2,17.1,14.2,16,16.7,17.6,18.2,20.2,22.2,24.4,26.5,27.9,29.5,31.6,34.9,37.1,37,36.9,36.2,35.2,34.3,35.9,43.1,50.3,56.9,62.5,61.2,53.5,51.4,51.3,54.1
"214","197","  Imputed household contributions and contribution supplements (-187+188+195+196)","Y673RC1",28.9,34.1,37.5,41.4,39.6,40.6,47.3,42.2,44.9,51.5,58.7,66.3,78.2,95.5,113.1,109.5,118.8,140.2,154.8,170,196.9,213.7,215.7,237.8,232.5,238.1,249,255.9,272.6,270.3,279.5,278,289.4,281.5,267.7,309.5,311.3,313.9,328.5,323.9,341,332.8,312,302.9
"215","198","  Net change in benefit entitlements","Y632RC1",35.9,41.9,47.3,51.3,50.5,53.9,61.2,59,64.9,71.3,75.6,78.8,82.4,86,93.2,134.4,131.2,130.3,139.8,152.7,170.1,181.6,182,199.4,191,194.7,197.7,181.4,184.4,165.6,154.5,139.5,153.3,169.5,191.2,201.2,200.5,186.8,187.1,211.9,231.4,233,207.6,198.2
"216","199","Farm products consumed on farms","A2051C1",0.3,0.4,0.3,0.4,0.6,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2
"217","200","  Output","B1008C1",0.7,0.8,0.7,0.9,1.1,1.2,1.1,1.2,1.2,1.2,1.3,1.2,1.2,1.1,1,1,0.9,0.9,0.7,0.7,0.7,0.6,0.6,0.6,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.6
"218","201","  Less: Intermediate inputs","B1161C1",0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.7,0.7,0.7,0.6,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.3
"219","202","Employment-related imputations","A2099C1",15.2,17.6,19.3,21.9,24.1,27.9,33.5,40.7,47.7,55.7,63.2,72.7,84.2,95.9,105,113.9,124.2,132.1,140.9,157.8,175.1,194.5,210.8,235.7,255.1,266.9,264.1,267.3,271.4,292.5,319,354.7,385.7,411.6,448.3,482.7,519.7,534.5,557.4,575.6,588.7,597.2,622.6,641.4
"220","203","  Food furnished to employees, including military and domestic service \4\","DFOORC1",2.1,2.1,2,2,2.2,2.7,3.2,3.6,3.7,4.3,4.9,5.5,6.2,6.5,6.4,6.4,6.2,6,5.7,6.1,6.5,6.8,6.9,7.1,7.3,7.5,7.8,8,8.2,8.4,8.7,8.9,9.1,9.5,10.2,10.9,12.1,13.9,14.7,15,15.6,15.3,16.8,17.1
"221","204","  Standard clothing issued to military personnel \4\","DMICRC1",0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.3,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4
"222","205","  Employees' lodging \4\","A2641C1",0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.5,0.6,0.6,0.5,0.6,0.5,0.5,0.5,0.6,0.7,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.5,0.6,0.5,0.4,0.8,0.8,0.7,0.7,0.6
"223","206","  Employer contributions for health and life insurance \5\","B4922C1",12.3,14.5,16.1,18.7,20.8,23.9,28.6,35.2,42.1,49.8,56.5,65.2,76,87.3,96.4,105.2,115.6,123.6,132.2,148.5,165.2,184.1,199.8,223.7,242.9,255.1,252.3,255.4,259.4,280.2,306.4,341.6,372,397.3,432.4,465.8,501,513.3,535.3,552.4,563.7,571.7,595.5,614.1
"224","207","  Contributions for government social insurance for federal government employees for certain programs \6\","A1676C1",0.4,0.6,0.8,0.9,0.8,0.9,1.4,1.5,1.4,1.2,1.3,1.5,1.6,1.5,1.7,1.7,1.9,2.1,2.2,2.5,2.7,3,3.4,4.2,4.2,3.5,3.1,3,2.9,2.9,3,3.2,3.5,3.8,4.6,5.1,5.6,6.3,6.5,7,8.1,9.1,9.3,9.2
"225","208","Private investment-related imputations and reclassifications","A2087C1",36.8,35.8,46.7,57.9,64.4,59.2,61.3,80.4,106,122.6,126.1,112.5,112.8,106.5,147.3,171.8,177.4,205.5,224.5,237.3,239.3,228.6,220.7,253.9,277.3,311.9,304,338.1,362,411.9,448.2,475.9,533,578.3,651.3,763.7,863,857,731.1,573.6,462.9,448.9,452.6,493
"226",NA,"    Reclassifications:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","209","  Owner-occupied residential structures \7\","B1166C1",29,27.5,37.5,46.5,52.3,47.1,49.3,66.8,89.5,104.5,106.7,92.7,91.4,81.6,119.3,141.8,146.5,171.7,186.2,196.3,194.8,180.8,171.2,201.5,226.4,259.7,249.8,280.4,291,329,359.3,378.3,431.2,469.1,536.4,638,732.8,716.2,575.2,417.9,315.8,314.2,312.4,348.6
"228","210","  Nonresidential fixed investment by nonprofit institutions serving households \8\","B1167C1",7.4,7.8,8.6,10.7,11.3,11.2,11,12.1,14.2,15.6,16.7,17.9,19.8,23.4,25.5,27.5,28.2,30.6,35.3,38.2,41.9,45.2,47.3,49.4,48.1,49,51.6,54.8,68.1,80.3,85.8,94.9,99.1,106.2,112,122.1,126.1,137.4,153.9,155.1,147.1,134.1,139.6,143.8
"229",NA,"    Imputations:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","211","  Margins on owner-built housing","B1173C1",0.4,0.4,0.5,0.6,0.8,0.8,0.9,1.6,2.3,2.6,2.7,1.9,1.5,1.5,2.5,2.6,2.7,3.2,3,2.8,2.6,2.7,2.2,3,2.8,3.2,2.6,2.8,2.9,2.7,3.1,2.7,2.7,2.9,3,3.6,4.1,3.5,2.1,0.5,0,0.6,0.6,0.7
"231",NA,"Government investment-related imputations and reclassifications:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","212","  General government consumption of fixed capital \9\","A265RC1",33.2,36.1,38.4,40.3,43.1,48.7,53.7,57.2,61.2,66.3,72.8,82.3,93.1,103.1,110.3,118.7,127.3,136.8,147,158.5,169.3,180,189.9,195.8,202.5,208.9,216.6,220.4,224.6,228.9,236.9,247.7,254.9,261.2,270.3,284.9,305.6,326.6,351.4,375.5,390.3,403.8,421.2,434.2
"233",NA,"    Reclassifications:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","213","  Gross government investment \10\","A782RC1",59.5,59.8,58.5,60.7,65.6,76.2,84.4,89.6,93.2,105.6,120.1,136,147.3,156.9,171.2,193.2,219.9,238.1,254.6,258.4,270.4,290.4,294.1,296.1,291.9,294.2,307.7,320,329.5,341.4,368.5,390.3,413.6,443.6,465.3,488.5,513.6,552.3,592.2,634.6,647,651.8,632.6,619
"235",NA,"Net interest-related imputations and reclassifications:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","214","  Net interest, domestic (215-220+224)","A2104C1",33,37.9,42,47.6,54,63.4,76,83.9,95.7,113,133.5,156.5,181.8,214.8,259.2,282,324.2,356.2,380,403.7,425.5,448.9,457.1,470.8,479.2,500.9,529,544.8,575.6,598.9,625,673.1,689.2,703.2,685.7,701.3,762.8,818.7,887.4,932.3,846.8,817.5,797.4,766.4
"237",NA,"      Imputations:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","215","    Imputed interest paid by private enterprises","W566RC1",29.1,39.2,46,50.4,49.9,57.4,86.5,80.5,86.2,92.7,88.6,94.7,100.7,149.1,212.3,200.3,231.2,257.8,275.4,285.8,284.9,295.1,294.8,315.6,325.2,340.1,342.7,334.9,336.1,328.6,320.4,329.3,357.3,406.1,410.7,420,413.9,391.3,394.8,483.9,500.2,503.1,509.1,510.2
"239","216","      By banks, credit agencies, and investment companies for depositor services and by property and casualty insurance carriers (169+180)","W560RC1",14.7,18.6,21.4,23,23,27.6,42.5,38.1,40.9,45,43.2,42.8,41.8,63.3,97.5,89.5,119.2,127.6,129.2,131.4,129.7,126.3,127.9,142.9,157.9,169.1,172.1,178.2,189.2,198.5,207.5,220.7,215.1,223.1,231.5,245.9,258.6,260.9,272.9,275,249.3,255.2,257.1,259.3
"240","217","      By private enterprises for borrower services (-177)","W561RC1",-5.4,-5.1,-4.2,-4.7,-8.3,-10.1,-2.7,-8,-10.3,-15.7,-24.2,-30.8,-38.4,-28.1,-11.8,-24.1,-18,-15.1,-16.2,-19.8,-24.2,-26.6,-25.6,-25.2,-26,-29.4,-31.5,-36.1,-43,-50.7,-58.8,-69.6,-71.8,-70.3,-72.7,-76.5,-88.5,-106.6,-125.1,-121.7,-106.3,-101.6,-98.9,-111.5
"241","218","      By corporate business for unfunded actuarial liability of defined benefit pension plans (193)","Y245RC1",0.7,1.2,1.2,1.2,1.8,2.4,3.9,4,4.5,3.3,1.6,3.7,5.1,5.1,5.6,8,0,3.3,9.2,13.4,8.4,14.3,8,8.8,5.6,4.5,-3.2,-7,-13.6,-14.6,-19.1,-9.2,9.5,22.9,4.2,4.1,0.5,-7,-3.7,41.5,28.8,24.1,24.3,22.2
"242","219","      By defined benefit pension plans (195)","Y614RC1",19.1,24.5,27.6,30.8,33.4,37.5,42.7,46.3,51.2,60.1,68,79.1,92.2,108.7,121.1,126.9,130,142.1,153.2,160.8,170.9,181.1,184.6,189,187.6,196,205.2,199.8,203.6,195.4,190.8,187.3,204.5,230.5,247.8,246.5,243.3,243.9,250.7,289.1,328.3,325.3,326.6,340.2
"243","220","    Imputed interest received by private enterprises","W563RC1",12,18.7,23.6,25.5,22.3,24.3,44.5,35.6,36.7,35.1,22.8,19.3,14,44.1,74.4,56.3,60.3,71.3,76.6,76.6,71,72.5,70.1,79.8,80.2,76.6,72.4,58.7,45.7,27.5,12.4,4.1,36.9,74.9,90.4,87.9,69.5,51.4,33.5,80.4,135.3,124,113.9,117.7
"244","221","      By banks for borrower services (-174)","W358RC1",-7.8,-7.1,-5.5,-6.4,-11.2,-13.6,-3.7,-11.2,-14.6,-22.4,-34.6,-43.6,-53.6,-37.4,-15.6,-31.6,-21.7,-18.4,-19.4,-23.5,-28.8,-31.4,-30.4,-29.8,-31.1,-35.4,-38.4,-44.5,-52.5,-61,-69.8,-81.8,-84,-82.1,-84.5,-89.2,-102.2,-122.7,-143.5,-139.1,-122.1,-123.2,-120,-136.2
"245","222","      By defined benefit pension plans for unfunded actuarial liability (192)","Y609RC1",14.6,19.2,21.4,23.7,26,29,33.1,34.2,38.1,43.2,43.6,47.7,51.1,53.1,55.2,57.7,49.6,53.3,58.7,62.8,63.6,67.5,65.5,73.3,71.4,70.2,67.7,57.5,48.7,37.4,29.2,30.7,62.1,92.8,107,107.9,104.6,102.6,101.5,146.5,199.1,194.9,190.4,207.3
"246","223","      By other private enterprises (172+183)","W565RC1",5.3,6.7,7.8,8.2,7.5,8.9,15.1,12.7,13.2,14.3,13.8,15.2,16.5,28.4,34.8,30.2,32.4,36.4,37.3,37.3,36.2,36.4,35,36.3,39.8,41.8,43.1,45.7,49.5,51.1,53,55.2,58.9,64.2,68,69.2,67.1,71.6,75.5,73,58.4,52.3,43.6,46.6
"247",NA,"      Reclassifications for owner-occupied housing and fixed assets of nonprofit institutions serving households:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","224","    Monetary interest paid by owner-occupants and nonprofit institutions","A2129C1",16,17.5,19.7,22.7,26.4,30.3,34,39,46.2,55.4,67.7,81.1,95,109.8,121.2,138,153.3,169.6,181.1,194.5,211.6,226.3,232.5,235,234.2,237.4,258.6,268.6,285.1,297.9,316.9,347.8,368.8,372,365.3,369.3,418.5,478.8,526.2,528.7,482,438.4,402.3,373.9
"249","225","      Owner-occupied housing","W498RC1",15.4,16.7,18.8,21.7,25.3,29,32.6,37.5,44.5,53.3,64.9,77.7,90.7,104.5,115.1,129.8,145.4,160.5,171.6,183.8,199.9,214.4,220.1,222.2,219.4,223.6,243.9,252.9,268.7,280.9,299.6,330.2,351.2,354.8,348.7,353.3,402.9,463.5,510.9,513.8,467.8,425,389.6,361.9
"250","226","      Interest paid by nonprofit institutions serving households","W319RC1",0.6,0.8,0.8,0.9,1.1,1.3,1.4,1.6,1.7,2.1,2.7,3.4,4.4,5.2,6.1,8.2,7.8,9.1,9.5,10.7,11.7,11.9,12.3,12.8,14.8,13.9,14.7,15.7,16.4,16.9,17.3,17.6,17.6,17.2,16.6,16,15.5,15.3,15.2,14.9,14.2,13.4,12.6,12
"251","227","  Personal interest payments","A2109C1",-17.7,-19,-21,-24.2,-29,-33.3,-34.8,-41.8,-49.8,-61,-76,-91.2,-106.6,-117.7,-124.5,-144.7,-156.6,-172.6,-184,-197.9,-215.8,-230.7,-236.8,-239.2,-238.8,-242.9,-265,-276.2,-293.7,-307,-326.6,-358.5,-379.5,-382.3,-375.7,-380.5,-430.5,-492.8,-542.1,-543.5,-495.4,-457.4,-420.2,-394.5
"252","228","    Owner-occupied housing (-225)","A2020C1",-15.4,-16.7,-18.8,-21.7,-25.3,-29,-32.6,-37.5,-44.5,-53.3,-64.9,-77.7,-90.7,-104.5,-115.1,-129.8,-145.4,-160.5,-171.6,-183.8,-199.9,-214.4,-220.1,-222.2,-219.4,-223.6,-243.9,-252.9,-268.7,-280.9,-299.6,-330.2,-351.2,-354.8,-348.7,-353.3,-402.9,-463.5,-510.9,-513.8,-467.8,-425,-389.6,-361.9
"253","229","    Interest paid by nonprofit institutions serving households (-166)","A2021C1",-0.6,-0.8,-0.8,-0.9,-1.1,-1.3,-1.4,-1.6,-1.7,-2.1,-2.7,-3.4,-4.4,-5.2,-6.1,-8.2,-7.8,-9.1,-9.5,-10.7,-11.7,-11.9,-12.3,-12.8,-14.8,-13.9,-14.7,-15.7,-16.4,-16.9,-17.3,-17.6,-17.6,-17.2,-16.6,-16,-15.5,-15.3,-15.2,-14.9,-14.2,-13.4,-12.6,-12
"254","230","    Borrower services paid by persons (-175)","W308RC1",-1.7,-1.6,-1.3,-1.5,-2.6,-3,-0.8,-2.7,-3.6,-5.6,-8.3,-10.1,-11.6,-7.9,-3.3,-6.7,-3.3,-3,-2.9,-3.4,-4.2,-4.4,-4.4,-4.2,-4.5,-5.5,-6.3,-7.6,-8.6,-9.1,-9.7,-10.7,-10.7,-10.3,-10.4,-11.2,-12,-14,-16,-14.8,-13.4,-19.1,-17.9,-20.6
"255","231","  Personal interest income (170+181+195)","W520RC1",26.7,34.1,38.3,42.7,45.9,52.8,65.4,67.5,74.4,87,94.5,104.5,116.2,139.8,176.9,180.2,205.4,222.2,236.3,246.4,256.3,263.8,270.1,287.5,296.5,312.9,323.7,322.4,333.4,334.2,336.8,344.7,356.1,384.8,406.4,418.5,427.6,428,443.8,488.2,517.1,524.1,535.2,547.9
"256","232","    Net interest, domestic (214)","A2104C1",33,37.9,42,47.6,54,63.4,76,83.9,95.7,113,133.5,156.5,181.8,214.8,259.2,282,324.2,356.2,380,403.7,425.5,448.9,457.1,470.8,479.2,500.9,529,544.8,575.6,598.9,625,673.1,689.2,703.2,685.7,701.3,762.8,818.7,887.4,932.3,846.8,817.5,797.4,766.4
"257","233","    Net interest, rest of the world (-173-179-185+186)","W528RC1",-0.5,-0.6,-0.6,-0.7,-0.9,-1.4,-1.7,-1.7,-1.9,-2.3,-3.1,-3.5,-4.1,-2.9,-4,-4.1,-6.2,-5.3,-4.4,-4.5,-4.2,-3.6,-3.3,-4.3,-5.4,-6.4,-6.2,-5.7,-5.6,-4.5,-3.7,-3.5,-1.1,-0.7,-0.6,-0.2,-2.6,-0.9,0,0.8,0.9,-0.7,-2.2,-2.5
"258","234","    Net imputed interest paid by government (-171-176-182+194)","A2022C1",11.9,15.8,17.9,20,21.9,24.1,26,27.1,30.4,37.3,40.2,42.7,45.1,45.6,46.2,46.9,44,44,44.8,45,50.9,49.2,53,60.2,61.5,61.2,66,59.5,57.2,46.7,42.2,33.6,47.5,64.5,97,97.9,97.9,102.9,98.5,98.7,164.7,164.7,160.2,178.5
"259","235","    Personal interest payments (227)","A2109C1",-17.7,-19,-21,-24.2,-29,-33.3,-34.8,-41.8,-49.8,-61,-76,-91.2,-106.6,-117.7,-124.5,-144.7,-156.6,-172.6,-184,-197.9,-215.8,-230.7,-236.8,-239.2,-238.8,-242.9,-265,-276.2,-293.7,-307,-326.6,-358.5,-379.5,-382.3,-375.7,-380.5,-430.5,-492.8,-542.1,-543.5,-495.4,-457.4,-420.2,-394.5
"260",NA,"          Selected aggregates"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","236","Gross domestic product","A191RC1",1019.9,1075.9,1167.8,1282.4,1428.5,1548.8,1688.9,1877.6,2086,2356.6,2632.1,2862.5,3210.9,3345,3638.1,4040.7,4346.7,4590.1,4870.2,5252.6,5657.7,5979.6,6174,6539.3,6878.7,7308.7,7664,8100.2,8608.5,9089.1,9665.7,10289.7,10625.3,10980.2,11512.2,12277,13095.4,13857.9,14480.3,14720.3,14417.9,14958.3,15533.8,16244.6
"262","237","  Imputations","A2023C1",128.1,140.3,153.3,166.8,179.8,200.5,224.4,241.6,264.3,300.4,334.6,373.6,418.7,461.3,516.2,548.2,610.8,654.9,697.3,761.2,824.8,883,936.9,1015.9,1087.7,1153.7,1200.6,1244.1,1300.8,1382.3,1483.3,1607.6,1702.9,1780.6,1870.3,2005,2152.3,2255.6,2331.6,2422.4,2450.5,2506,2566.9,2617.2
"263","238","    Owner-occupied housing (153-156)","A2024C1",54,58.1,63.9,69.6,75.9,83.5,90.9,99.2,108.3,123.6,140.3,161.3,182.7,198.8,212.8,231.7,250.9,270.5,292.9,320,345.5,371.8,391.4,412.5,442.7,477.7,512.4,542.1,575.4,611.7,659.5,711.5,765,803.2,842.5,895.5,965.9,1029,1060.9,1110.9,1130.3,1132.5,1147.4,1168
"264","239","    Rental value of nonresidential fixed assets owned and used by nonprofit institutions serving households (165)","A2050C1",3.8,4.3,4.8,5.4,6.2,7.3,8.6,9.4,10.4,12,13.9,16.2,18.7,20.9,22.8,26,26.7,29.1,31,34,37.1,39.5,42.2,44.8,48.9,49.5,52.3,54.5,57.2,60.8,65.2,70.2,74.4,78,82.2,87.2,93.1,99.3,106,112.2,115.3,116.5,120,124.5
"265","240","    Financial services furnished without payment (170+171+173+175+176+179)","A2025C1",11.3,13.3,14.3,15.8,17.6,21.3,27.4,27.4,30.3,35.4,37.5,37.7,37.5,40.8,62.3,61.9,84.5,87.1,86.6,88.6,88.4,84.3,87,100.3,111.3,121.5,124.5,128.8,137.4,146,154.4,166.1,157.9,161.2,165.9,181.2,195.2,198.1,209.5,215.7,205.2,223.5,233.1,231.5
"266","241","    Premium supplements for property and casualty insurance (181+182+185-186)","W569RC1",0.5,0.6,0.7,0.8,0.8,0.9,1.1,1.3,1.7,2,2.3,2.6,3,3.5,4.1,4.9,6.1,7.4,8.5,9.2,9.7,10.3,10.6,10.9,11.8,11.8,11.4,12,11.9,11.7,11.1,11.8,10.6,9.5,9.5,8.1,10,7.4,6.3,3.7,1.6,1,1.5,6
"267","242","    Defined benefit pension plans (187+190)","Y684RC1",9.2,9.6,11,12,10.7,9.4,7.8,4.4,2,2.4,1.3,-1.6,-2.7,-3.7,-4.1,-11.8,-11.9,-11.7,-12.9,-10,-3.2,-0.4,2.5,12.7,12.5,14,16.6,15.9,19.8,27.8,33.9,42.9,51.5,53,48.6,61.7,58.5,57.1,37.9,28.1,19.1,30.7,20.4,10.9
"268","243","    Farm products consumed on farms (199)","A2051C1",0.3,0.4,0.3,0.4,0.6,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2
"269","244","    Employment-related imputations (202)","A2099C1",15.2,17.6,19.3,21.9,24.1,27.9,33.5,40.7,47.7,55.7,63.2,72.7,84.2,95.9,105,113.9,124.2,132.1,140.9,157.8,175.1,194.5,210.8,235.7,255.1,266.9,264.1,267.3,271.4,292.5,319,354.7,385.7,411.6,448.3,482.7,519.7,534.5,557.4,575.6,588.7,597.2,622.6,641.4
"270","245","    Margins on owner-built housing (211)","B1173C1",0.4,0.4,0.5,0.6,0.8,0.8,0.9,1.6,2.3,2.6,2.7,1.9,1.5,1.5,2.5,2.6,2.7,3.2,3,2.8,2.6,2.7,2.2,3,2.8,3.2,2.6,2.8,2.9,2.7,3.1,2.7,2.7,2.9,3,3.6,4.1,3.5,2.1,0.5,0,0.6,0.6,0.7
"271","246","    Consumption of general government fixed capital (212)","A265RC1",33.2,36.1,38.4,40.3,43.1,48.7,53.7,57.2,61.2,66.3,72.8,82.3,93.1,103.1,110.3,118.7,127.3,136.8,147,158.5,169.3,180,189.9,195.8,202.5,208.9,216.6,220.4,224.6,228.9,236.9,247.7,254.9,261.2,270.3,284.9,305.6,326.6,351.4,375.5,390.3,403.8,421.2,434.2
"272","247","  Excluding imputations (236-237)","A2026C1",891.8,935.6,1014.4,1115.7,1248.7,1348.4,1464.6,1635.9,1821.7,2056.2,2297.6,2488.9,2792.3,2883.7,3121.9,3492.5,3735.9,3935.2,4172.9,4491.4,4832.9,5096.5,5237.1,5523.3,5791,6155.1,6463.5,6856.1,7307.7,7706.9,8182.4,8682.1,8922.4,9199.6,9641.9,10272,10943.1,11602.3,12148.7,12297.9,11967.5,12452.3,12966.9,13627.4
"273","248","Personal income","A065RC1",800.3,864.6,932.1,1023.6,1138.5,1249.3,1366.9,1498.1,1654.2,1859.5,2077.9,2316.8,2595.9,2778.8,2969.7,3281.3,3515.9,3725.1,3955.3,4275.3,4618.2,4904.5,5071.1,5410.8,5646.8,5934.7,6276.5,6661.9,7075,7587.7,7983.8,8632.8,8987.1,9149.5,9487.6,10049.2,10610.3,11389.8,11995.7,12430.6,12082.1,12435.2,13191.3,13743.8
"274","249","  Imputations","A2106C1",74.1,84.3,93.6,101.3,103.2,113.3,132.2,134.5,145.2,164,174.4,185.1,198.6,217.9,259,304.4,331.4,338.6,359.1,397.3,432,463.7,488.5,558.1,602.5,647,655.8,663.1,680.8,708.8,745.9,785,838.9,895.6,976.5,1050.4,1075.7,1046.7,1045.6,1144.6,1233.5,1306.9,1377.8,1426.9
"275","250","    Owner-occupied housing (163-158)","A2028C1",14.4,14.5,15.5,15.3,14.5,14.9,13.9,12,6.9,7,5.6,5.5,5.5,1.9,1,-1.5,-4.5,-9.6,-10,-3.7,-3.5,-0.3,5.6,19.5,42.3,61.7,68.3,82.4,84.6,101,114.7,120.4,134.2,146,164.8,178.8,154,122.3,88.5,143.6,214.8,266.6,326.5,366.6
