"","Table 2#3#5U# Personal Consumption Expenditures by Major Type of","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"11","2","Goods","DGDSRC0",167411,169596,172162,170680,173326,173845,172707,174065,176799,174543,173678,172472,172841,174113,178226,183211,176004,175972,177041,177191,178276,179281,178164,173863,173918,175209,177797,176630,177750,178313,178043,179206,180278,180935,183022,184593,184687,184768,187148,187405,189019,186951,187343,188221,193015,190011,193759,195299,195821,194273,195047,195351,195830,198873,200155,200558,198891,198120,200579,204356,205136,207387,207415,207572,211951,213273,215957,217679,215127,217085,212527,215919,218314,224327,225386,227338,226476,222944,227314,229413,235580,240119,238854,240040,242745,246629,249844,250152,244845,245878,249270,251360,255650,253353,252958,252748,253944,252548,253938,257910,257524,260078,258127,259424,263875,259263,262876,268380,271025,272428,279729,277189,281285,284085,289499,291363,290297,291647,294493,292359,297412,300043,299078,301210,304014,302767,303248,307992,308609,310629,309974,311160,313784,315002,313499,314651,318333,319679,319681,321459,324041,322258,318612,324529,333744,333698,334197,338365,337463,343632,340213,342569,348817,348451,351249,352989,353755,355882,363595,365056,369895,370153,374608,377828,380591,389773,391265,393383,401814,408082,411907,411850,413985,412207,420027,416089,426033,422634,428184,426812,431742,434040,440734,444264,450545,450990,457792,469617,464566,462518,456909,454741,463987,470861,469130,468200,486906,489517,498632,502859,506765,503730,513622,521801,530491,530169,531540,538882,532574,545453,547619,549639,554100,558259,561480,575450
"12","3","  Durable goods","DDURRC0",42295,44207,44445,45065,45359,45971,45408,46189,47410,44791,44712,42807,43229,45748,47389,49116,45730,44457,44854,45765,47149,46679,45057,42333,41606,41919,43195,42733,43457,43770,44146,44597,44996,45623,46700,47726,47525,47378,48204,48430,49568,49142,49161,49001,50538,49029,52087,53523,53063,52407,52298,53213,53450,54981,55459,54064,54580,54170,55612,57435,57938,58442,57605,58152,59664,60613,61643,62144,60346,61245,58910,57976,61015,65375,68356,67331,65143,61981,63500,66000,70600,69486,69087,68806,70212,72286,74438,72469,68688,68005,69566,72268,75136,73377,72259,72241,72459,69850,70995,74319,73966,75165,74425,73646,76026,74114,75126,77684,79728,79472,83377,81427,84017,83808,86932,87631,88070,88124,87465,87888,90129,90765,89138,90405,90464,90475,88638,90658,92589,91438,90662,90433,89303,90983,88548,89977,91158,91885,91363,92325,92345,89719,85151,87102,97436,97169,99550,100291,99649,103025,101068,102239,107020,107215,107284,107405,110526,109285,112300,112859,114520,114818,116627,118261,117886,122044,123397,124809,129282,131854,134299,132486,133275,128124,130084,128625,133692,129284,129070,126250,126697,124781,128480,129019,131960,130769,133390,140873,134710,131012,125393,125039,129541,134797,131023,131981,138125,139972,144998,145423,149942,147982,153247,158946,161221,164160,164511,167622,162194,167883,169692,168689,171152,170913,173245,182209
"13","4","    Motor vehicles and parts","DMOTRC0",16904,18467,18900,19436,19315,19254,19349,19906,20963,18211,18343,16420,16938,19410,21681,21903,19735,18189,18908,20063,21420,20411,19405,16921,16113,16293,17018,16929,17132,17320,17580,17884,18146,18645,19352,20252,20084,20359,20592,20786,21519,21603,21185,20843,21408,20559,23239,24455,23963,23394,22963,23615,23950,25094,25142,23853,24138,23485,25174,26181,26670,25688,24554,25079,26064,26486,27507,27544,26271,26862,24510,22389,26036,30074,33300,31820,29072,26203,26942,29512,32927,30813,29785,29256,29822,31868,33448,31748,28295,26157,27320,29456,32262,30535,29301,28912,29238,26579,27546,30433,30016,31093,30717,29435,30570,29298,28940,31347,33337,32607,35201,33249,35521,34568,36384,36550,37524,37457,35803,36767,38304,37960,36682,37169,37086,37136,35682,37802,39535,38484,37726,35810,34407,36131,34239,35449,36039,37237,36091,36623,36533,32800,28748,30159,40608,40071,42252,42368,41613,43533,42228,42195,46641,46465,45916,44906,46876,45724,47651,47911,48669,48716,49115,50277,49339,51535,52973,53594,55496,56595,59120,57164,57919,52420,54156,52300,55658,51378,51015,49075,47775,45957,47345,47286,48779,48356,49673,56179,50551,47925,43551,44615,46024,50365,46570,46667,48928,50056,55085,54157,57259,56000,58949,61657,63575,66769,67051,68597,64519,67768,69120,67326,69680,67487,70159,76013
"14","5","    Furnishings and durable household equipment","DFDHRC0",15019,15286,15124,15224,15465,15954,15526,15659,15757,15834,15719,15646,15545,15721,15300,16147,15391,15589,15363,15224,15190,15544,15070,15007,14985,15095,15478,15215,15482,15538,15608,15702,15745,15823,16045,16145,16121,15839,16229,16187,16415,16116,16326,16478,17095,16546,16809,16926,17331,16857,16981,17229,17069,17404,17582,17643,17897,18044,17847,18241,18371,19191,19146,19291,19443,19841,19631,19915,19536,19846,19672,20320,20011,20019,19758,19981,20452,20115,20662,20490,21053,21643,21917,21830,22163,21985,22385,22175,21874,22602,23041,23192,23053,23108,23032,23108,23195,23396,23143,23576,23448,23676,23504,23545,24236,23616,24344,24475,24530,25020,25201,25472,25718,26122,26717,27070,26674,26683,27043,26819,26863,27542,27485,27745,27933,27875,27673,27422,27523,27382,27522,28099,28141,27729,27439,27995,28146,27859,27939,28196,28199,28694,28602,28880,28877,29001,29185,29279,29289,29934,29858,30188,30431,30667,31211,31399,32258,32044,32514,32462,32865,33119,33719,33967,34248,35134,35068,34869,36438,37552,37346,37455,37617,38051,37923,37953,38602,38495,39083,39014,39908,39734,40727,40991,41660,41023,41685,41980,41760,41165,40436,39617,40827,41010,40702,40680,42525,42613,42630,43001,43817,43573,44890,45076,45586,45976,45979,46609,45823,46792,46870,47553,47830,48480,48928,49638
"15","6","    Recreational goods and vehicles","DREQRC0",6258,6328,6284,6280,6373,6470,6320,6389,6466,6416,6406,6438,6462,6367,6247,6619,6399,6403,6336,6271,6263,6400,6361,6243,6281,6284,6491,6421,6528,6604,6649,6691,6697,6696,6807,6811,6798,6643,6720,6748,6912,6843,6955,6968,7186,7137,7197,7214,6961,7370,7493,7504,7569,7561,7804,7588,7588,7729,7657,7953,7897,8320,8486,8588,8718,8772,8908,9009,8940,8906,9145,9559,9224,9390,9531,9873,9781,9815,9876,10043,10579,10792,10988,11145,11291,11531,11709,11759,11746,12261,12276,12686,12897,12856,13043,13281,13131,12996,13246,13175,13283,13314,13071,13636,14038,14049,14514,14477,14436,14504,15244,14848,14853,15101,15735,15815,15675,15698,16157,15941,16341,16526,16364,16670,16718,16818,16582,16731,16893,16864,16738,17541,17789,17939,17789,17577,17750,17565,17906,17913,17983,18475,18108,18296,18237,18391,18428,18800,18945,19363,18850,19589,19598,19762,19784,20617,20981,21079,21514,21813,22196,22074,22859,22993,23072,23971,23802,24740,25369,25508,25545,25335,25033,24911,25037,25468,26105,25942,25340,24560,25089,25220,26290,26235,26811,26810,27236,27810,27669,27114,26574,26166,27352,27856,28148,29142,30514,30882,30636,31271,31425,31138,31895,34089,33618,33091,33156,33681,33173,34144,34373,34249,34196,35223,34630,36529
"16","7","    Other durable goods","DODGRC0",4114,4125,4137,4125,4205,4293,4213,4235,4224,4330,4244,4304,4284,4250,4161,4447,4205,4277,4247,4207,4275,4324,4221,4162,4227,4246,4208,4168,4315,4307,4310,4319,4408,4459,4495,4518,4522,4536,4663,4708,4721,4581,4695,4712,4849,4787,4842,4928,4808,4785,4861,4865,4862,4921,4932,4981,4957,4913,4934,5061,5001,5244,5419,5194,5439,5514,5596,5675,5599,5631,5583,5707,5745,5892,5767,5657,5839,5847,6021,5955,6041,6238,6397,6576,6937,6901,6896,6786,6774,6985,6929,6933,6924,6878,6883,6940,6896,6880,7060,7135,7218,7082,7133,7030,7181,7152,7328,7385,7425,7340,7731,7858,7924,8016,8096,8196,8197,8285,8462,8361,8621,8737,8608,8821,8728,8647,8701,8702,8638,8708,8677,8983,8966,9185,9081,8955,9222,9223,9427,9593,9631,9750,9693,9767,9714,9705,9685,9844,9802,10196,10132,10266,10350,10322,10374,10483,10412,10438,10621,10672,10790,10909,10934,11023,11227,11403,11553,11606,11979,12200,12288,12531,12706,12742,12968,12905,13326,13470,13631,13601,13924,13870,14118,14507,14711,14580,14795,14905,14730,14808,14832,14641,15337,15566,15602,15493,16158,16420,16646,16995,17441,17271,17513,18124,18442,18324,18325,18736,18678,19179,19330,19560,19447,19723,19528,20029
"17","8","  Nondurable goods","DNDGRC0",125117,125389,127717,125615,127967,127874,127299,127876,129389,129751,128967,129665,129612,128366,130837,134095,130274,131515,132187,131426,131127,132602,133108,131530,132311,133290,134601,133897,134294,134543,133897,134609,135282,135312,136322,136867,137162,137390,138944,138975,139452,137809,138182,139221,142477,140982,141672,141776,142758,141867,142749,142137,142381,143892,144695,146493,144311,143950,144966,146921,147198,148945,149810,149420,152287,152660,154315,155536,154781,155840,153617,157944,157299,158952,157031,160007,161333,160963,163814,163413,164979,170633,169767,171234,172533,174344,175406,177683,176157,177874,179704,179092,180514,179977,180699,180507,181485,182698,182943,183591,183559,184913,183703,185779,187849,185148,187750,190695,191297,192956,196352,195762,197269,200277,202566,203732,202226,203524,207028,204470,207283,209279,209940,210805,213551,212292,214609,217334,216019,219191,219312,220728,224481,224019,224951,224674,227175,227795,228318,229134,231696,232539,233461,237427,236308,236529,234647,238074,237813,240607,239146,240330,241797,241235,243965,245584,243229,246597,251294,252197,255375,255334,257980,259567,262705,267729,267868,268574,272532,276228,277608,279364,280710,284083,289943,287465,292341,293350,299115,300562,305045,309260,312254,315245,318585,320221,324402,328744,329856,331506,331516,329702,334446,336064,338108,336219,348782,349546,353634,357436,356823,355748,360375,362855,369270,366009,367029,371259,370380,377570,377927,380950,382947,387346,388235,393241
"18","9","    Food and beverages purchased for off-premises consumption","DFXARC0",61876,61379,60463,60348,61562,61872,61583,61642,62080,62145,61500,62709,61630,61100,62565,63416,62755,62646,63185,62311,62041,62556,63830,62641,63488,63752,63871,64128,63808,63863,62962,63806,64034,63637,63454,64159,63849,64498,64555,64166,64609,64326,64309,64868,65812,65086,65073,64725,65438,65047,65243,64934,65304,65797,66520,66941,65588,66157,66851,66620,67358,67435,68150,68215,69116,69346,70188,70563,70441,70524,70070,72477,71395,72125,71457,72618,73129,73904,74890,75077,74395,78313,77185,78819,78549,79740,80333,81095,80343,80331,81477,80794,81379,80596,81437,81241,81781,81802,82022,82111,81511,82290,81437,82742,83312,82956,83398,85343,84699,85017,87415,86796,87771,89194,89912,90537,90023,90597,92678,91338,92778,93342,93078,93149,95048,94145,95233,96590,95960,98039,98303,98787,101552,101246,102116,101688,102813,103292,102985,103856,105332,104261,105498,107431,105811,105834,105401,106857,107002,107882,107285,107003,107109,107735,108091,109489,107029,109935,112182,113043,114154,114306,114953,115482,116879,118510,118462,118727,120155,121219,122046,123030,123724,125339,130250,128636,130124,130218,131704,134129,135996,138236,138642,138707,139464,140747,142802,146803,147678,148463,150578,148341,150504,151120,152760,151587,156074,156764,159373,159990,159942,159580,160596,160506,163963,162504,163544,164546,165150,167803,167133,169128,169365,171337,170224,172868
"19","10","    Clothing and footwear","DCLORC0",24379,25169,24807,24622,25943,25937,25375,25106,25840,25751,25529,25940,26496,25697,25441,27340,25221,26027,26005,25916,25681,26415,25689,25347,25316,25931,26944,25660,26508,26669,26576,26599,26672,27130,27489,27356,27452,26897,27744,28101,28149,27086,27496,27591,28959,28028,28336,28462,28233,27781,28567,28427,27948,28886,28826,29303,28877,28201,28695,29672,29389,30435,30615,30281,31470,31281,31420,31653,31256,31706,31094,32417,32407,32311,30950,31920,32380,31405,32390,32179,33681,33790,34210,34287,34920,35313,35074,35329,35101,36142,36280,36194,36403,36496,36459,36028,36532,36449,37298,37343,37164,37620,37162,37757,38950,37298,38302,38691,39065,39778,40415,40456,40572,41262,42341,42354,41727,42226,42986,41938,42925,43577,43595,43885,44269,43982,44739,45222,44562,45100,44654,45461,44739,45257,44644,44673,45164,45214,45392,45217,45257,46521,46112,47214,47428,47766,46877,48565,48639,49754,49045,49393,50061,49232,50799,51000,50663,50606,51880,51503,53099,52832,53654,53912,54885,56830,56108,55921,57437,58460,59037,58792,58474,59625,59489,58495,60190,59720,60882,60314,61764,61250,61876,62579,63001,62564,63669,63620,63416,62902,61531,60895,63267,64402,64683,63466,68420,67535,67092,68662,68474,67278,69161,69964,70443,70563,69765,71381,69798,71862,72737,72929,73356,74359,73991,75105
"20","11","    Gasoline and other energy goods","DGOERC0",15021,15174,15186,15039,15332,15456,15330,15270,15024,15659,15942,15042,15152,15188,16148,16133,15572,15876,15744,15891,16118,15803,15974,16106,15947,15739,15581,15809,15597,15782,15774,15657,15756,15540,15935,15558,15850,16020,16322,16279,16206,16107,15945,16092,16343,16672,16826,17128,17316,17200,16864,16657,17130,16449,16520,17035,17035,16571,16623,17668,17156,17198,17227,17421,17181,17701,17705,18084,18020,18626,17655,17934,17802,18463,18623,18810,18792,19210,19556,19265,19485,19964,19861,19748,19991,19747,19919,20266,20400,20631,20676,21003,21217,21276,21045,21695,21235,21999,21119,21164,22231,22041,22225,21554,21879,21871,22651,22545,22729,23168,23039,22974,22823,23137,23335,23529,23462,23365,23460,23582,23717,24144,24922,24870,25064,25155,24937,25141,25095,25474,25537,25563,26120,25587,25866,25937,26124,26233,26431,26005,26562,26654,26715,27192,27703,27265,27188,27410,27061,27591,27004,27823,28401,27989,28480,27850,28145,28322,28543,28294,28529,28275,28822,29766,29931,30781,31349,31960,32004,32953,32616,33238,33828,33297,33841,34168,34695,35982,38217,37061,37349,39238,41036,42778,44638,45104,46244,45038,45660,46758,45092,47257,46147,45647,45164,46675,46674,47497,48815,50096,49289,49736,49441,51060,52358,50461,50582,50976,51280,52524,52699,52863,54121,54886,56577,56828
"21","12","    Other nondurable goods","DONGRC0",23840,23666,27261,25607,25131,24610,25012,25858,26445,26196,25995,25975,26333,26380,26683,27206,26726,26966,27253,27309,27287,27827,27615,27436,27560,27868,28206,28301,28380,28229,28585,28547,28820,29004,29444,29793,30010,29975,30322,30429,30488,30290,30431,30670,31363,31197,31438,31460,31772,31839,32075,32119,31999,32760,32830,33215,32810,33021,32797,32960,33294,33877,33817,33502,34520,34332,35002,35236,35064,34985,34798,35115,35695,36053,36001,36658,37031,36444,36978,36892,37418,38566,38512,38380,39072,39544,40081,40992,40313,40769,41272,41100,41515,41609,41759,41542,41938,42447,42504,42973,42653,42962,42877,43726,43707,43023,43398,44117,44804,44994,45484,45535,46103,46685,46978,47312,47014,47336,47904,47611,47863,48216,48345,48901,49169,49010,49701,50382,50403,50577,50818,50918,52070,51929,52325,52376,53074,53056,53510,54056,54545,55102,55136,55589,55367,55663,55181,55243,55112,55380,55812,56112,56225,56279,56595,57246,57392,57734,58689,59357,59593,59922,60552,60408,61010,61607,61950,61965,62936,63595,63909,64305,64685,65822,66363,66166,67332,67430,68312,69057,69936,70535,70701,71181,71482,71807,71687,73283,73102,73383,74314,73209,74529,74895,75501,74491,77614,77750,78353,78688,79118,79154,81176,81325,82505,82481,83138,84357,84153,85380,85358,86030,86105,86764,87443,88440
"22","13","Services","DSERRC0",139290,140566,141139,142095,143372,144908,145634,146649,147981,148805,149739,150960,151329,151795,152503,153860,154636,154732,154942,155049,155759,156764,157859,158109,158934,159190,160558,161705,162822,163257,163234,163584,164814,166287,167588,168548,169246,169968,170997,172388,173742,174216,174791,175438,176520,177324,178700,179067,179291,179802,180622,181661,182040,183478,184924,186403,187275,188577,189549,191043,192409,193564,195194,196058,197293,198902,199780,200890,202329,203363,204677,205923,206951,207889,208727,210544,211974,213127,214551,215798,217270,219211,221060,222505,223298,224490,226103,227728,229199,230612,232277,232792,234522,235952,238127,240152,241342,241501,242961,244502,245812,247827,249671,251490,252847,254053,255630,257853,260959,262234,265654,267900,269611,273307,274820,276831,279114,281220,283513,285488,287461,290075,291255,294125,297728,299577,300937,303443,306143,309420,312045,313150,316461,320510,320359,322919,325667,328178,330389,333052,336639,337675,339570,342704,344027,347333,349428,352019,355308,357794,360328,364027,365887,369120,371452,377244,379638,382207,387559,389490,390108,393515,397413,400641,402712,407353,411392,414962,416923,420015,423171,426206,429979,434502,436544,439647,445719,448056,451272,452454,455539,458441,463498,469341,474679,479805,482891,487929,493220,499456,502035,509858,514424,521408,524429,529980,535305,540630,544586,547552,551491,560492,565488,573630,580096,581000,586833,590030,593624,598567,605528,611961,618435,622313,631274,639736
"23","14","  Household consumption expenditures (for services)","DHCERC0",134485,135717,136237,137152,138385,139870,140550,141518,142803,143581,144471,145660,146015,146456,147169,148541,149328,149464,149667,149787,150515,151526,152641,152919,153762,154043,155330,156371,157395,157770,157730,158048,159217,160629,161867,162788,163464,164165,165205,166620,167997,168494,169093,169766,170867,171693,173097,173451,173653,174135,174889,175865,176174,177524,178893,180293,181082,182310,183213,184640,185825,186912,188514,189370,190587,192209,193071,194168,195610,196635,197956,199198,200213,201138,201901,203620,204953,205996,207315,208464,209824,211671,213415,214790,215542,216684,218303,219943,221422,222862,224531,225057,226798,228243,230434,232422,233545,233650,234994,236423,237625,239489,241195,242876,244099,245181,246626,248731,251777,253034,256432,258666,260349,264015,265490,267455,269680,271722,273969,275916,277829,280391,281493,284273,287822,289576,290845,293242,295822,299034,301536,302503,305744,309777,309569,312071,314750,317108,319194,321733,325259,326320,328243,331290,332453,335638,337613,340098,343275,345620,347995,351511,353195,356262,358414,363947,366591,369047,374254,376151,376822,379937,383991,387202,389162,393109,397037,400306,403015,406041,408811,411627,415572,419586,421811,425095,430834,433193,436181,437177,440130,442709,447553,453089,458256,463060,466497,471384,476458,482677,485066,492619,497407,504036,507015,512795,517690,522647,526113,529171,533117,541962,546631,554230,560207,560982,566987,570253,573682,578566,585563,591947,598519,602086,610844,618926
"24","15","    Housing and utilities","DHUTRC0",51035,51315,51586,51851,52124,52536,52981,53411,53802,54159,54537,54841,55170,55491,55730,55951,56177,56445,56709,56991,57401,57849,58272,58460,58569,58710,59106,59591,60056,60279,60415,60565,60943,61380,61817,62188,62524,62851,63179,63517,63858,64220,64558,64914,65363,65827,66300,66603,66907,67193,67243,67260,67312,67732,68244,68741,69067,69309,69571,69908,70275,70642,70931,71197,71465,71829,72207,72593,73032,73499,73915,74198,74438,74690,75127,75613,76090,76481,76839,77199,77607,78050,78476,78811,79121,79437,79817,80232,80641,81007,81344,81688,82155,82660,83144,83465,83717,83998,84500,85081,85656,86073,86434,86798,87445,88148,88856,89420,90237,90295,90885,91032,91403,92061,92628,93526,94214,94800,95624,96276,97059,97737,98341,98893,99456,100225,101348,102166,103078,103731,104538,105213,105735,106239,106663,107340,107894,108584,109586,110434,111392,112170,112931,114095,114702,116045,116775,117764,118592,119541,120403,121054,122447,123564,123960,124919,125831,126681,127909,128862,129527,130339,131298,132266,133150,134887,136154,137316,137750,138471,139458,140341,142020,143022,143769,145225,146958,147561,148557,148690,150470,151274,152723,154948,156139,158216,159250,160676,162457,165033,164737,167026,167617,169847,172447,175064,174237,175389,177147,178751,180262,181530,181505,184518,186702,186313,187872,189325,191054,192323,194121,196667,198721,201220,204704,206937
"25","16","    Health care","DHLCRC0",14375,14466,14548,14642,14731,14808,14866,14935,15017,15112,15195,15279,15397,15510,15735,15958,16187,16125,15992,15896,16072,16322,16565,16609,16596,16592,16733,16915,17098,17142,17171,17191,17304,17421,17541,17738,17930,18126,18359,18588,18811,19050,19256,19482,19711,19917,20131,20269,20373,20476,20558,20657,20760,20863,20982,21087,21222,21361,21515,21875,22296,22670,23047,23398,23745,24064,24420,24757,25005,25236,25472,25682,25910,26114,26159,26209,26252,26121,25957,25798,25849,25896,25960,26223,26423,26662,27108,27578,28050,28552,28891,29302,29725,30209,30693,30946,31069,31196,31313,31477,31666,31851,31974,32114,32317,32457,32636,33070,33518,34018,34849,35367,36101,36371,36764,37411,37803,38349,39000,39359,39988,40209,40583,40971,41811,42024,42186,42526,42910,43499,43795,44199,44744,46079,45598,46281,46528,47151,47768,48195,48853,49488,50328,50950,50738,51231,51801,52128,53166,53352,54128,54634,55133,55373,55875,57142,57095,57471,58292,58874,58907,59330,60055,60761,61092,61692,62070,62473,63517,64401,65418,65916,66439,67082,67497,67985,68685,69262,69733,70170,70975,71885,72711,73365,74665,75807,76492,77297,78491,79579,79869,81858,83338,85007,85258,86810,87888,88459,88878,89148,90542,92842,94144,95686,96216,97010,98757,99795,100314,100906,102313,103400,104352,104687,107086,107354
"26","17","    Transportation services","DTRSRC0",8323,8388,8450,8514,8579,8662,8749,8844,8896,8939,8987,9023,9066,9099,9108,9113,9124,9144,9172,9199,9235,9267,9306,9318,9332,9346,9393,9455,9508,9541,9566,9597,9658,9726,9792,9840,9875,9914,9982,10069,10149,10171,10174,10176,10212,10255,10295,10337,10365,10400,10439,10484,10527,10568,10629,10675,10744,10803,10874,10941,11021,11095,11145,11196,11249,11299,11379,11452,11514,11568,11620,11662,11696,11728,11811,11910,12008,12103,12179,12267,12351,12443,12537,12565,12575,12601,12706,12851,12978,13006,13013,13034,13207,13426,13648,13760,13831,13892,13934,13993,14053,14172,14307,14436,14534,14619,14704,14840,15064,15186,15313,15466,15623,15795,15948,16089,16241,16394,16593,16753,16957,17129,17301,17521,17723,17931,18050,18213,18433,18680,18806,18984,19316,19401,19485,19393,19771,19957,20145,20346,20541,20448,20695,21030,21040,21223,21304,21817,21932,22390,22689,22863,22988,23209,23365,23493,23848,23983,24138,24201,24266,24389,24535,24671,24923,25021,25289,25265,25436,25613,25661,25776,25914,26065,26092,26229,26355,26446,26618,26727,27015,27435,27644,27852,28011,28373,28533,28832,29116,29430,29362,30052,30259,30418,30693,30617,31620,32017,32247,32836,32738,33203,33601,34282,34686,34828,35160,35575,35656,35958,36185,36273,36870,36998,37535,38139
"27","18","    Recreation services","DRCARC0",5566,5638,5723,5797,5879,5947,5968,6010,6050,6105,6157,6210,6285,6351,6389,6419,6458,6453,6497,6518,6546,6584,6610,6651,6707,6746,6777,6821,6850,6892,6927,6962,7051,7143,7228,7233,7217,7207,7319,7476,7621,7571,7470,7385,7430,7514,7589,7658,7685,7719,7721,7718,7728,7909,8119,8327,8213,8035,7913,8024,8216,8418,8427,8344,8293,8307,8365,8441,8571,8698,8819,8849,8859,8869,8875,8895,8899,8914,8936,8952,9017,9098,9171,9221,9228,9265,9371,9508,9646,9731,9785,9860,9998,10152,10307,10356,10420,10457,10373,10251,10164,10370,10690,10976,10770,10431,10161,10350,10875,11160,11222,11334,11450,11963,11631,11784,12211,12076,12295,12431,12340,12588,12798,12859,13057,12934,12862,12894,13088,13209,13214,13257,13489,13996,13544,13842,13818,13930,14027,14128,14213,14241,14277,14518,14666,14576,14556,14841,14907,15036,15107,15139,15325,15741,15668,15851,15816,15728,16028,16066,16146,16119,16293,16473,16583,16782,16868,17049,17306,17727,17744,17774,18016,18825,18295,18401,18808,18837,19152,19292,19424,19520,19823,20086,20518,20644,21241,21398,21477,21922,22232,23089,23081,23065,23023,22877,23158,23441,23598,23811,23993,24480,24633,24672,25090,25104,25326,25641,25878,26160,26386,27141,27767,27518,27762,28650
"28","19","    Food services and accommodations","DFSARC0",18784,19178,18884,18988,19400,20006,19882,20003,20394,20271,20255,20812,20480,20245,20161,20729,20703,20541,20562,20420,20389,20465,20690,20428,20842,20654,20940,20819,20729,20797,20698,20877,21047,21291,21359,21513,21609,21725,21739,21957,22161,22027,22241,22429,22684,22549,23055,22904,22860,22999,23173,23455,23013,23146,23232,23352,23232,23600,23548,24056,24111,24227,24742,24553,24669,25217,24961,24934,25224,25017,25233,25643,25978,26162,25993,26663,26967,26971,27377,27566,27550,27955,28279,28705,28727,29031,29281,29372,29302,29555,30276,29797,29943,29619,30035,30677,30831,29964,30211,30377,30363,30769,30994,31147,31299,31437,31825,32266,32868,33389,34145,34188,34117,34294,34735,35171,35397,35642,35723,35462,35864,36240,35986,37027,37299,37707,37514,37788,37878,38505,39098,38623,39652,40546,40652,41109,41948,41930,41946,42202,42639,42273,42436,42152,42370,42538,42678,42663,43341,43709,43791,44717,44019,44689,45116,45934,46373,46697,48005,47791,48136,48808,49348,49592,49855,50213,50566,51242,52229,52768,53194,53075,53539,53896,54512,55407,56669,57324,57844,57528,57702,57660,58189,59428,59515,60226,60618,61642,61955,62733,63628,64070,65025,65975,65615,66788,67983,69315,68378,69071,69421,71500,73090,73689,75034,74641,75610,76028,76762,77469,78881,79281,79727,79734,79589,80859
"29","20","    Financial services and insurance","DIFSRC0",11853,11986,12113,12222,12333,12428,12515,12601,12742,12889,13034,13089,13125,13160,13265,13392,13518,13600,13669,13734,13736,13735,13736,13939,14205,14479,14657,14797,14922,14832,14706,14607,14744,14942,15146,15149,15107,15060,15211,15418,15615,15567,15423,15317,15320,15387,15409,15371,15229,15159,15224,15347,15465,15674,15874,16093,16350,16631,16932,16913,16963,16902,17071,17249,17458,17721,17972,18201,18262,18317,18333,18439,18511,18637,18741,18862,18968,19135,19273,19441,19781,20144,20523,20711,20915,21101,21184,21257,21330,21384,21431,21454,21374,21244,21148,21431,21795,22101,22221,22255,22333,22610,23022,23427,23514,23584,23618,23620,23665,23366,24064,25131,25240,26730,26838,26264,26531,27048,27151,27536,27174,27554,27155,27442,28472,28574,28391,28784,29109,29584,30072,29701,29791,30053,30117,30208,30673,30921,30778,31133,32221,32312,32024,32626,32811,33410,33593,33834,33798,33847,34099,34856,34428,34555,34529,35887,36374,37014,37548,37637,37377,37969,38626,39461,38928,38930,39872,40302,39988,40152,40188,40606,41141,41352,41554,41639,42404,42882,43045,43008,42781,42682,43516,43814,44408,45278,45893,46959,47847,48334,49416,49910,50968,52703,52554,52944,53576,54152,54265,54127,54311,55644,56247,56673,57059,58055,57389,57478,57549,58203,59171,59755,60764,60870,61538,63249
