"","Table 2#4#6U# Real Personal Consumption Expenditures by Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210"
"11","3","  Durable goods","DDURRX0",652136,667397,672542,683048,696223,708063,706477,713106,717779,712188,716470,734309,750167,770528,762972,745330,750525,745607,746182,756897,776453,768985,762792,763541,766484,787856,778730,765680,775155,790205,782020,800710,775070,883465,852501,818309,832465,847389,843049,866468,832442,848748,875313,893013,854027,846183,854640,885309,872515,850219,871323,894406,902457,916248,929156,962725,942204,944719,965506,960197,959188,972866,985983,976205,1003355,966941,995519,991204,1017312,1007943,1007346,1031230,1017577,1024756,1036424,1068753,1022937,1074405,1114046,1057632,1030313,1020980,1039806,1055726,1088159,1074275,1081611,1083180,1071430,1085845,1100524,1082333,1102369,1102976,1105431,1120410,1122935,1120423,1122752,1129165,1149478,1136113,1136559,1151167,1164971,1162431,1157406,1146544,1134878,1117176,1115413,1117316,1124644,1115023,1087315,1105086,1061708,1015289,1010609,994364,1025200,1006324,994305,986129,1006815,1014754,1034005,1110451,1007209,1015754,1037807,1041066,1028349,1030803,1076336,1072172,1075582,1081146,1088500,1094575,1098209,1127157,1126191,1128880,1136604,1136173,1152547,1144046,1131670,1126945,1144254,1139864,1161733,1181203,1177462,1185867,1203634,1216845,1221019,1224598,1220840,1220873,1230123,1236642,1259951,1242364,1268298,1289291,1293105,1300002,1287784,1294240,1300374,1307781,1310864,1311776,1311041,1319398,1333353,1321029,1299175,1331509,1368990,1367767,1375285,1388663,1390265,1413899,1403223,1410496,1432423,1427511,1427176,1418464,1445685,1449289,1470132,1455347,1473920,1484057,1487025,1483210,1503752,1499439,1487268,1492583,1488397
"12","4","    Motor vehicles and parts","DMOTRX0",316480,321900,323611,336417,343437,350603,344566,345857,343127,330320,333162,339520,356693,373030,358444,336444,340191,333341,332538,340479,355043,348353,341495,341171,339416,364952,355313,335374,344717,361887,346167,361462,346751,452697,403397,357566,369605,380703,377022,396629,359846,377113,406564,420985,377559,366398,369757,397578,385858,369806,376545,395310,391727,394366,399223,422732,397790,394457,407574,399501,398980,402571,405677,399020,423431,383466,402848,397368,421635,408179,405001,417733,402428,394805,406354,427428,388264,427478,471138,403675,375056,350320,368875,384127,387523,376589,382108,385384,374301,386072,400819,380558,384165,387635,386091,390343,388362,396062,387006,391872,403817,392947,383976,391138,404774,400868,389047,383596,378867,371538,365350,359152,356973,349415,324669,353093,334345,298909,299734,297728,314065,301288,307439,295944,313554,317334,334156,398584,293737,304981,312349,311261,298503,291186,328931,317707,321192,320237,325273,325393,326582,346357,337260,342252,345436,339701,343023,333438,322997,316141,325605,316795,333111,342452,339447,347135,351196,356213,351686,361131,351723,351709,352776,357239,370885,358961,372124,373713,377845,380826,371611,373552,376179,377812,377878,375260,369479,371893,384790,372237,367311,375199,397859,391885,395845,400065,397329,412608,399580,402262,414058,406739,403947,399586,408805,411916,421622,407209,413977,417641,418483,409217,416568,406124,401993,398640,391036
"13","5","      New motor vehicles (55)","DNMVRX0",175767,181068,181542,181701,190622,193451,189045,191385,191030,192555,189584,200549,204916,211095,203990,198286,198835,192708,193073,197057,208632,199286,189172,184341,198385,210332,207106,199457,197834,213767,199944,201716,202382,298895,258498,225537,233933,238698,231236,234960,213365,222947,249324,263696,228812,221148,222461,253021,234254,224135,233330,250047,246728,249102,247663,272158,247328,241921,255101,247194,253467,249881,250643,244418,263503,228106,243936,242262,258382,249334,243330,251221,233197,234172,243883,263391,241405,270111,317548,247955,224236,200694,215228,230262,232676,224172,224818,229598,223289,230465,246347,223046,229317,228427,228984,232545,233720,241337,231753,232247,238862,233532,219736,227061,237048,237085,228493,223551,218800,212911,208598,202129,201498,189970,171181,201125,182483,152538,152882,151772,158765,148730,151390,141995,160849,161264,181072,241521,148382,158913,166541,168055,158022,149034,183351,176042,176166,176382,180974,181747,179837,195212,190345,195958,200860,196331,199335,199541,188674,182386,189948,186423,201516,212638,208615,215664,219874,221963,218413,225973,218225,218638,217761,217410,230118,221456,230838,229905,232687,233607,227277,229665,231547,233596,234155,232536,229470,229077,239752,231352,229374,230285,247283,242970,244803,248700,244429,258798,243551,243770,255452,249093,246150,244865,252486,251195,260473,249063,253164,258620,261990,251048,255926,245778,238388,233472,228252
"14","6","        New autos","DNEARX0",82788,87902,89674,89308,94214,95466,94213,95448,91701,98537,96135,98466,102055,104701,101037,99077,100271,97338,96359,95562,96495,96364,90970,88695,93917,99134,93174,90242,89449,94695,88326,88741,86435,129285,110233,92315,96704,97388,94196,98038,90502,90919,99199,102039,95046,87889,90799,95300,97540,90217,92119,92606,89673,91236,91962,98829,88023,88739,94682,87461,91989,93605,96421,91180,96114,87665,90492,89509,91803,94185,93519,98630,91918,93917,97302,107107,93619,97669,105686,101923,99584,95104,93961,94526,106831,97647,94775,102179,98505,96996,106037,100024,97128,95684,96761,100804,98261,98308,96452,94622,101212,95661,88543,88839,95376,95712,98146,98534,98506,92702,92647,94413,102461,100117,86981,86671,77182,71716,65008,63636,62185,60855,62773,56863,64752,68878,84876,118255,66553,67683,69191,71261,63863,58869,69126,67746,65603,68665,69268,70843,70281,73832,71511,75494,76633,78365,82324,81878,75567,72710,71032,70467,74768,80803,79096,80799,87620,96220,91031,92211,87267,86965,87436,87199,92933,88763,92468,90092,93003,93488,88684,88201,87882,90029,89431,89983,90139,90304,93239,90952,86209,85638,90524,87538,89435,90427,89017,93377,87173,88015,90767,88988,84543,81634,84144,80915,83656,79755,80083,81881,82017,79934,77505,76556,75834,74012,69872
"15","7","          New domestic autos","DNDCRX0",54707,58287,59694,58634,60068,62728,60139,63032,59560,59819,60939,63030,67432,69566,67647,65158,66433,63325,62659,62752,62607,61683,58798,54247,62715,67209,61958,56532,57103,61955,55985,56182,56953,93317,77124,59240,64586,65182,61352,65834,59936,59992,67299,70872,62087,58730,58636,63384,63319,57362,60586,62493,59719,60009,60724,67862,55994,58576,62582,58232,61336,60101,62406,57561,61731,55070,59367,57477,59156,57760,59305,63492,59959,60070,63650,72633,59674,62889,69528,65687,63973,59510,59724,59410,71698,63571,59950,65066,61065,59583,66924,63047,60045,57839,58362,59596,61300,61739,59988,57966,63960,60126,53507,54411,59516,59900,62038,62383,64944,57907,55553,56152,62944,61074,50141,53090,48407,44704,40288,40109,39228,36570,38155,34040,40192,43709,55986,83249,41684,41921,44077,46363,39932,36983,46079,44768,41552,43408,43891,44161,44921,47761,46179,49747,50705,51887,54604,54371,49296,48060,46036,45487,48996,54509,52922,55102,57337,63067,60687,60991,58370,58575,57806,59392,62442,58225,60165,59248,65151,64413,62111,60728,60488,62216,60827,61313,60787,61359,62985,60632,60222,59389,63468,61078,62830,62684,62849,66949,62038,63386,66644,63720,60604,58177,58691,57434,59755,56724,58436,58398,59297,57615,54084,55952,55188,53441,50453
"16","8","          New foreign autos","DNFCRX0",28081,29615,29980,30674,34147,32738,34074,32416,32141,38718,35196,35436,34623,35136,33390,33919,33838,34014,33700,32809,33888,34681,32172,34448,31201,31925,31215,33710,32345,32739,32341,32559,29482,35969,33109,33076,32119,32206,32844,32204,30566,30926,31900,31167,32959,29159,32163,31916,34221,32855,31533,30112,29954,31227,31237,30967,32029,30163,32099,29229,30653,33503,34015,33619,34383,32595,31125,32032,32647,36425,34214,35138,31959,33846,33652,34473,33946,34780,36157,36235,35611,35595,34237,35116,35132,34076,34825,37113,37440,37413,39113,36977,37083,37844,38399,41208,36961,36570,36464,36656,37252,35535,35037,34428,35859,35812,36108,36151,33562,34796,37094,38262,39517,39043,36839,33581,28775,27012,24719,23527,22957,24285,24617,22823,24559,25169,28890,35007,24870,25762,25114,24898,23932,21886,23046,22977,24051,25257,25377,26682,25360,26071,25332,25747,25928,26479,27721,27506,26271,24650,24996,24980,25772,26294,26174,25697,30283,33153,30344,31219,28898,28390,29630,27807,30491,30538,32303,30844,27852,29076,26573,27473,27394,27812,28604,28670,29352,28945,30255,30319,25987,26249,27055,26460,26605,27742,26168,26427,25135,24629,24123,25268,23939,23457,25452,23480,23901,23031,21647,23482,22719,22318,23420,20604,20645,20570,19419
"17","9","        New light trucks","DNWTRX0",93537,93894,92694,93192,97280,98859,95750,96870,100007,95135,94487,102948,103850,107387,103904,100192,99611,96393,97657,102273,112661,103690,98901,96330,105105,111844,114276,109580,108745,119335,111848,113184,115995,169783,148312,133020,137083,141093,136826,136832,122862,131827,149757,161103,133670,132932,131478,157036,136646,133660,140831,156654,156171,157018,154938,172347,158293,152364,159628,158680,160548,155551,153658,152505,166461,139910,152678,151971,165533,154476,149254,152156,140907,139986,146263,156049,147304,171503,210306,145858,124851,106011,121313,135528,126082,126568,129966,127529,124850,133369,140282,123122,132139,132668,132170,131743,135403,142914,135229,137515,137609,137760,131053,138016,141503,141200,130288,124991,120282,120124,115897,107730,99102,89884,84153,114488,105339,80727,87915,88174,96681,87893,88611,85139,96093,92367,96211,123301,81821,91194,97293,96749,94109,90116,114137,108229,110464,107666,111635,110860,109515,121276,118716,120385,124114,117936,117039,117669,113067,109626,118813,115858,126628,131730,129419,134756,132215,125837,127414,133766,130933,131641,130310,130193,137180,132671,138343,139740,139645,140077,138498,141328,143495,143433,144560,142430,139258,138714,146402,140334,142945,144391,156428,155049,155035,157917,155071,165020,155965,155381,164217,159674,161005,162510,167598,169392,175880,168398,172100,175742,178906,170178,177209,168198,161664,158570,157346
"18","10","      Net purchases of used motor vehicles (56)","DNPVRX0",90079,89812,90977,102013,100005,103879,102108,101185,98448,85672,90640,86552,97841,107032,100009,86302,88929,88163,87615,90927,92261,96206,99805,103303,90374,102130,96646,85089,94824,95875,94574,106299,93685,99523,93216,82357,85542,91005,94876,108109,95242,101536,104300,104319,97070,93956,95868,93199,99455,94585,91443,92952,92371,92043,97365,95839,95531,97869,96925,97467,91053,97044,98565,98970,102738,99870,102267,98623,105479,101196,103830,107183,109440,102027,104246,104369,89493,97676,93901,97143,93581,92242,94227,94421,94009,93034,97598,96384,93065,96824,95320,98255,95461,99431,97735,97633,94980,95076,94801,99154,103638,98870,103205,102574,105875,102144,100003,100384,100751,99897,98396,98479,96951,101106,96416,95636,96268,92506,93403,93146,102346,100191,104856,102818,101189,104462,101068,104016,94773,94239,94321,91636,88632,89999,92482,88046,91179,90389,90801,89443,92111,96198,91958,91180,90419,89032,88839,80159,80677,79270,81364,76006,77094,75688,76539,78036,77098,79994,79618,81182,79622,79275,80763,85667,85919,82945,87000,89146,90196,91383,89660,89130,89206,88708,88101,87003,84340,86520,87860,83661,81816,87732,92602,91126,93604,94326,95791,96567,98801,101036,98915,100870,99908,97939,98266,102536,102403,99322,101482,100360,97998,99113,101301,101477,103790,106291,104118
"19","11","        Used autos","DNPURX0",52153,51930,52984,59496,56465,60161,58145,58229,57469,47074,51438,47931,54041,64169,56338,46750,50107,48276,45872,49446,52537,55072,57925,61429,49202,58194,52826,48671,54564,52595,52263,57944,50593,50736,50656,42670,47838,48565,50241,57077,51175,53535,55319,54266,50353,48554,50467,48135,52348,49845,47922,48899,48598,48454,51475,51004,50558,52223,51921,52164,47903,51431,52537,53035,55382,53528,54682,52045,56141,53387,54972,56748,58124,53274,54919,55742,46571,51376,48659,50641,48962,48481,48974,48893,48263,48179,50226,49744,47279,49303,48273,49700,47189,48809,47421,46888,45535,44922,44364,46241,48043,46004,47959,47351,48800,47428,47161,47703,48557,48409,47689,47892,47354,48816,46447,45030,44640,41119,41670,40659,43870,43057,45579,43647,42642,44303,42606,44581,40712,40752,40849,39321,38050,38312,39187,37133,38393,38150,38839,38888,40422,42718,41287,41316,40923,40438,40913,36905,37219,35975,36747,34102,34795,34209,34688,35470,34988,36414,35962,36385,35320,34838,35225,37365,37542,36293,38212,39241,39843,40301,39609,39401,39583,39515,39490,39109,37934,39030,39669,37757,36853,39555,41822,41122,42437,42825,43576,43964,45057,46092,45028,45861,45307,44240,44423,46455,46533,45191,46137,45648,44293,44577,45192,45360,46381,48012,47061
"20","12","          Net transactions in used autos","DNETRX0",30464,30497,31305,36046,32862,36130,34271,34570,34255,26037,30200,26648,30476,39664,32606,25227,28606,26942,24148,27119,29616,31536,33859,36857,25961,33736,28780,24479,29485,27748,27840,33537,27850,27852,27726,20275,24842,25748,27758,35158,29623,32251,35105,34480,30817,29091,30535,27741,29145,28590,28507,29166,28531,28136,29157,28988,30461,30358,30499,31718,31098,31533,31900,31703,32503,32224,32922,32411,32005,32593,33253,33757,31743,32583,30386,30030,28376,29592,29275,29812,28534,27945,28486,28291,27892,26972,28334,27954,27417,27504,26658,26485,26612,26066,25634,25576,24545,25076,25018,25248,26775,25416,25889,25941,26578,25599,25583,25747,26129,25672,25837,26282,26120,27247,25837,25306,24795,24398,23051,23422,26142,25872,26008,26317,26072,26001,25869,26590,25451,24596,23944,23121,22465,22185,21970,21264,21720,22136,22186,22216,23062,24858,23935,24061,23202,22406,21893,19431,19065,17939,17840,16224,16291,15839,16029,16271,16036,16386,16443,16561,15972,15541,15828,16854,17103,16748,17706,18321,18558,18838,18541,18523,18751,18869,19029,19039,18608,19128,19476,18611,18326,19843,21188,21164,21824,22126,22503,22674,23138,23758,23280,23868,23596,23151,22929,23803,23853,23182,23741,23352,22906,23011,23277,23128,23648,23875,23359
"21","13","          Used auto margin","DMARRX0",23916,23629,23825,25424,25856,26058,26066,25802,25302,23520,23352,23729,26000,26281,26059,24186,23817,23798,24592,24947,25321,25839,26164,26403,26237,26678,26862,27586,28055,27967,27409,26806,25500,25638,25626,25689,25857,25504,24953,23989,23793,23397,22124,21685,21553,21529,22041,22662,25687,23593,21585,21886,22269,22564,24720,24418,22242,24126,23677,22723,19029,22183,22947,23591,25168,23625,24081,21972,26430,23128,24068,25353,28774,22930,26760,27936,20431,23994,21617,23058,22595,22688,22635,22705,22499,23298,24021,23906,21981,23933,23752,25362,22667,24778,23804,23304,22947,21867,21403,22998,23386,22621,24025,23399,24218,23802,23559,23962,24445,24747,23818,23552,23156,23413,22540,21672,21829,18631,20635,19118,19514,18953,21362,19081,18273,20018,18455,19667,16975,17879,18639,17937,17336,17890,18967,17668,18423,17788,18425,18409,19093,19620,19094,19005,19478,19814,20725,19143,19837,19670,20553,19522,20134,19997,20293,20847,20618,21751,21207,21489,21010,20943,21038,22169,22122,21227,22186,22576,22889,23098,22705,22537,22477,22305,22123,21724,20957,21539,21872,20763,20105,21299,22166,21516,22198,22303,22671,22912,23597,23959,23349,23598,23259,22687,23093,24276,24263,23585,23939,23851,22983,23171,23577,23979,24415,25827,25359
"22","14","          Employee reimbursement","DREERX0",-2170,-2181,-2158,-2133,-2112,-2106,-2122,-2131,-2112,-2065,-2042,-2038,-2040,-2080,-2100,-2067,-2044,-2029,-2053,-2048,-2023,-2057,-2048,-2048,-2059,-2065,-2077,-2065,-2149,-2175,-2192,-2185,-2201,-2196,-2158,-2124,-2088,-2053,-2012,-1983,-1998,-1994,-1975,-1983,-2007,-2025,-2071,-2114,-2090,-2079,-2092,-2079,-2044,-2027,-2029,-2042,-2038,-2003,-2000,-2048,-2077,-2071,-2090,-2044,-2092,-2118,-2112,-2114,-2112,-2145,-2147,-2143,-2116,-2108,-2075,-2098,-2122,-2082,-2110,-2088,-2048,-2057,-2022,-1969,-2007,-2023,-2016,-2007,-2023,-2029,-2059,-2057,-2011,-1959,-1945,-1918,-1933,-1938,-1966,-1981,-2019,-1972,-1924,-1919,-1921,-1928,-1923,-1941,-1930,-1890,-1873,-1863,-1841,-1777,-1849,-1889,-1916,-1949,-1930,-1861,-1805,-1779,-1763,-1748,-1707,-1725,-1709,-1686,-1686,-1720,-1742,-1750,-1768,-1787,-1795,-1855,-1801,-1805,-1815,-1773,-1760,-1760,-1757,-1766,-1793,-1846,-1776,-1772,-1808,-1771,-1785,-1799,-1772,-1768,-1772,-1780,-1804,-1860,-1822,-1790,-1791,-1766,-1761,-1773,-1804,-1813,-1800,-1765,-1705,-1740,-1746,-1775,-1761,-1780,-1788,-1781,-1762,-1765,-1812,-1748,-1710,-1720,-1662,-1695,-1724,-1746,-1739,-1763,-1820,-1761,-1737,-1748,-1685,-1744,-1735,-1752,-1707,-1701,-1670,-1675,-1731,-1741,-1801,-1882,-1809,-1757,-1720
"23","15","        Used light trucks","DUTRRX0",38223,38175,38319,42885,43763,44064,44228,43263,41335,38701,39420,38741,43923,43367,43875,39592,39005,39954,41632,41522,39975,41422,42248,42378,41217,44215,43877,36666,40565,43361,42419,48418,43114,48547,42601,39557,37857,42402,44565,50947,44059,47920,48919,49918,46583,45264,45318,44926,47026,44666,43433,43976,43698,43517,45826,44792,44912,45608,44977,45272,43080,45556,45981,45895,47322,46300,47538,46518,49284,47747,48798,50377,51266,48675,49261,48576,42857,46238,45176,46435,44553,43690,45184,45459,45682,44784,47300,46569,45717,47449,46975,48480,48203,50554,50256,50698,49401,50132,50432,52917,55613,52875,55260,55249,57102,54728,52836,52670,52180,51476,50696,50575,49585,52273,49950,50598,51627,51405,51745,52494,58483,57142,59281,59174,58546,60157,58459,59433,54059,53483,53468,52313,50580,51690,53302,50924,52798,52248,51962,50547,51678,53464,50652,49843,49476,48575,47905,43235,43439,43279,44602,41889,42284,41465,41837,42551,42096,43568,43641,44781,44286,44418,45516,48280,48355,46631,48767,49884,50331,51060,50030,49707,49603,49175,48594,47878,46391,47476,48177,45890,44949,48162,50766,49989,51154,51488,52203,52592,53733,54933,53875,54997,54587,53684,53827,56067,55857,54119,55332,54700,53689,54516,56084,56093,57383,58264,57043
"24","16","          Net transactions in used trucks","DUTNRX0",27390,27468,27462,31094,31705,31880,32145,31257,29478,27432,28145,27264,31525,30877,31512,28051,27611,28539,29733,29507,27910,29456,30258,30355,29073,32036,31596,23953,27782,30628,29895,35865,30968,36146,29836,26495,25055,29706,32001,38690,31660,35963,37509,38717,35232,33629,33287,32477,33114,31812,31391,31684,30980,30506,31388,30832,31945,31499,31281,32247,31962,32576,32909,32149,32628,32526,33390,33481,33432,34306,34870,35634,34369,35789,33898,32839,31229,32560,32783,33403,31877,30971,31990,32341,32634,31573,33523,33156,33192,33792,33472,33876,34965,35629,36134,36913,35581,36863,37455,38463,41186,39339,40463,40801,41994,40268,39498,38917,38459,37768,37681,38073,37376,39436,37725,38366,39025,40085,38975,40551,46151,45517,45756,46425,46706,47025,46466,46721,43509,41890,41141,40370,39250,39401,39538,38664,39416,39711,39198,38148,38546,40532,38331,37604,37273,36523,35859,32346,32316,32003,32764,30569,30734,30042,30316,30721,30435,31278,31629,32432,31964,31843,32740,34795,34959,33837,35412,36283,36473,36924,36049,35730,35644,35309,34883,34372,33246,33831,34152,32390,31674,33950,35857,35429,36089,36280,36665,36801,37412,38311,37591,38517,38264,37697,37490,38904,38789,37580,38525,37938,37436,37972,38995,38730,39670,39721,38847
"25","17","          Used truck margin","DUTMRX0",10853,10734,10883,11833,12101,12229,12130,12049,11900,11312,11315,11519,12439,12528,12403,11579,11431,11449,11936,12054,12114,12008,12029,12064,12205,12214,12325,12825,12864,12779,12541,12591,12210,12446,12787,13024,12671,12639,12569,12546,12413,12173,11725,11570,11572,11761,12110,12472,13862,12851,12062,12299,12706,12983,14378,13902,12973,14028,13645,13088,11381,13049,13142,13692,14540,13728,14088,13116,15620,13495,13964,14736,16654,13053,15226,15522,11756,13656,12484,13088,12712,12731,13202,13139,13081,13200,13780,13428,12587,13678,13523,14592,13284,14919,14156,13846,13850,13363,13104,14515,14559,13679,14892,14575,15228,14578,13498,13896,13873,13869,13149,12596,12301,12940,12329,12316,12718,11251,12911,11973,12288,11569,13554,12756,11842,13124,12025,12711,10600,11597,12323,11933,11317,12282,13758,12249,13350,12523,12739,12375,13085,12911,12295,12209,12177,12027,12015,10861,11086,11232,11785,11266,11493,11366,11464,11769,11602,12226,11952,12287,12258,12512,12712,13418,13329,12732,13291,13536,13790,14065,13910,13906,13888,13795,13641,13437,13077,13574,13953,13434,13210,14142,14835,14489,14991,15133,15461,15713,16244,16543,16205,16399,16242,15908,16260,17086,16991,16465,16728,16687,16175,16465,17009,17292,17637,18504,18161
"26","18","      Motor vehicle parts and accessories (58)","DMVPRX0",51110,51485,51402,52166,52279,52303,52837,52745,53647,53483,53898,53626,53912,53757,54309,52952,53327,53603,52808,53104,54902,52744,51806,52543,50751,51079,50747,51724,51747,51754,51259,51624,50173,53492,51429,50752,50815,51013,50172,51228,50430,51154,51396,51679,50899,50925,50790,51338,51235,50561,51836,52267,52729,53492,54027,54676,55239,54776,55636,54900,54798,55828,56690,55719,57009,55647,56618,56776,57543,57918,57847,59263,59688,59010,58237,59909,58955,60869,61707,59428,58100,58231,60503,60667,62433,60749,60535,60411,59049,59667,60420,60007,60508,60527,60247,61203,60926,61010,61800,61382,61978,61516,61405,62111,62340,62480,61331,60237,59763,59109,58739,58844,58879,58478,57242,56582,55743,53899,53496,52856,53036,52421,51340,51314,51507,51693,52002,53016,50389,51666,51346,51573,51840,51816,53717,54392,54363,54049,54218,55107,55244,55792,55997,56434,55704,55833,56494,56126,55559,56298,56193,56624,57262,57435,57356,56612,57628,57495,56765,57242,56964,56914,57238,56810,57903,57513,57302,57534,57872,58729,57456,57652,58390,58562,58727,58842,58847,59358,60489,60532,59442,60223,61242,61013,60565,60214,60103,60538,60113,60284,62849,59719,60816,59710,61147,61123,61876,61851,62387,61802,61720,62121,62440,61826,62693,61691,61441
"27","19","        Tires","DTATRX0",19388,19361,19367,19520,19318,19364,19464,19406,19888,19651,19743,19724,19954,19814,20070,19388,19662,19668,19361,19300,19917,18943,18470,19206,18780,19104,19004,19521,19440,19590,19457,19701,19050,19248,18886,18941,18916,18877,18752,19114,19057,19328,19327,19310,19536,19549,19584,19674,19606,19429,19821,19887,20010,20179,20401,20615,20976,20927,21180,20799,20761,21261,21759,21421,21934,21399,21761,21822,21587,22150,22137,22560,23099,22855,22551,23090,22811,23273,23322,22987,22592,22969,23600,23717,23971,23487,23533,23513,22745,23198,23399,23060,23372,23375,23248,23454,23647,23577,24035,23804,24021,24168,24074,24209,24100,24242,23819,23684,23826,23469,23326,23449,23515,23311,22721,22853,22572,22155,21981,22001,21766,21589,21256,21142,21177,21172,21371,21502,20882,21277,20809,21261,21372,21450,21912,22467,22461,22451,22346,22661,22739,22752,22887,22868,22543,22458,23039,22556,22349,22583,22348,22704,23166,23048,22944,22315,22774,22661,22167,22819,22722,22627,22877,22627,22937,22870,22713,22714,23097,23377,22969,23050,23527,23465,23751,23962,24036,24327,24857,24781,24189,24851,25121,24905,24627,24721,24615,24642,24624,24516,25865,24384,24549,24047,24636,24527,24806,25038,25271,24617,24834,24737,25045,24851,25070,24619,24638
"28","20","        Accessories and parts","DPAARX0",31743,32155,32063,32683,33014,32988,33428,33396,33808,33890,34216,33960,34010,33997,34292,33623,33719,33993,33505,33872,35057,33880,33420,33399,32018,32012,31777,32231,32339,32187,31822,31936,31143,34328,32602,31850,31940,32184,31456,32152,31396,31850,32098,32402,31375,31388,31216,31679,31644,31145,32032,32401,32743,33341,33653,34089,34288,33871,34480,34126,34060,34589,34949,34316,35093,34265,34873,34970,35991,35788,35730,36729,36602,36167,35699,36836,36159,37618,38416,36456,35519,35263,36912,36956,38483,37276,37013,36910,36320,36481,37035,36964,37150,37167,37014,37769,37292,37449,37778,37592,37971,37356,37339,37914,38255,38249,37522,36559,35944,35646,35417,35399,35368,35171,34527,33729,33170,31739,31511,30853,31268,30831,30082,30171,30331,30522,30631,31512,29510,30390,30535,30313,30469,30366,31804,31925,31901,31597,31871,32445,32504,33041,33110,33571,33166,33384,33455,33580,33219,33727,33867,33932,34099,34399,34427,34332,34886,34870,34648,34442,34260,34310,34377,34204,34992,34665,34612,34846,34792,35369,34500,34615,34874,35108,34988,34893,34826,35048,35651,35768,35268,35396,36141,36126,35953,35517,35510,35913,35512,35782,37014,35354,36273,35667,36515,36594,37066,36823,37129,37172,36889,37370,37392,36975,37615,37061,36799
"29","21","    Furnishings and durable household equipment","DFDHRX0",161013,164895,166621,165071,168535,170588,170323,173908,176615,177313,178418,181505,181541,183822,185375,185881,188016,187433,188027,190119,190630,191830,191206,189086,195334,192727,192613,194222,195545,196120,197684,199499,194343,199290,203555,206591,208028,210081,210679,211654,211728,210796,210427,211991,210876,212534,215192,216399,215487,209327,217098,217985,224502,227692,230082,233222,234367,234934,238423,238402,238983,239898,246737,245019,245486,246900,251570,251135,251317,251707,252993,258170,257140,258767,257350,262113,258748,264903,263552,266810,269930,273710,273415,271605,280337,279698,280906,278365,275283,277209,277110,278116,279595,277743,276241,278978,283197,279344,281428,279712,281172,277978,280305,281125,280587,279796,281291,279384,276717,272063,271033,276133,277037,276589,274150,268270,259205,256977,253623,250240,248702,247261,239588,240236,241608,240777,241755,244766,244206,245837,247398,249593,249758,253648,258517,262540,261191,260463,260325,263690,264053,264597,269707,269529,267156,269746,275331,275841,273674,274397,275767,276540,280439,281479,283926,284904,288321,289101,289734,285583,287337,285388,286897,287413,289687,286511,291138,297810,297191,297100,297974,298229,300555,303018,306028,307500,310012,311404,311713,310397,305580,314157,318493,322299,322470,323944,324860,328703,329255,329326,333256,334935,336471,333660,340047,336683,342223,342528,346780,347862,348375,349603,352445,354993,353675,356973,357567
"30","22","      Furniture and furnishings (parts of 31 and 32)","DFFFRX0",90434,92875,93477,92290,94820,95964,95152,98035,99865,100153,100859,102362,102431,103864,104657,105508,106819,106631,107248,107871,107237,108066,107300,104372,109368,108296,108352,108429,108993,110189,110941,111399,108937,111374,113841,115855,116887,118000,117841,118098,118457,117572,116750,117665,117256,117705,119616,119433,118790,115452,121340,121330,125418,126675,127806,130012,130343,131753,133843,134282,134174,134641,137872,137716,137434,138744,142891,142445,141765,142443,143200,146756,145551,147702,146737,149788,148586,152849,152693,154683,157107,158619,157866,156671,161252,161706,162706,161521,159815,162093,161935,162808,164282,163323,162921,164001,166795,165048,166511,167953,167508,165778,168256,168052,167924,168339,168409,167667,166127,161950,161586,164783,165623,163739,162305,159233,152552,151651,149204,148391,147008,147420,141544,141690,142590,142985,143162,144573,144658,145646,146793,147723,148226,150937,154023,154836,154827,155377,155465,158131,159163,159081,160433,160462,159246,161267,165272,165172,163025,162555,164173,165117,167813,168178,168398,169971,173401,174928,173518,171858,172147,170907,172437,171864,172394,170220,173526,179060,177865,176771,178364,178546,180224,182888,183537,184672,186588,188008,189001,185656,182595,189099,192487,193683,192698,193029,194239,196924,198684,198322,199470,200923,201520,199799,203733,201703,205689,205776,207527,210257,211134,211827,212836,212879,211619,212872,213224
