"","Table 2#3#4U# Chain-Type Price Indexes for Personal Consumption ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207"
"56","  the Survey of Current Business monthly (none shown monthly)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","B=Annual and quarterly data published in the Survey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","  of Current Business monthly (NIPA table 2.3.4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","C=Annual data published in the Survey of Current",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","  Business annually (NIPA table 2.4.4 and table B.4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","D=Detail underlying published data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Line",NA,NA,1976,1976,1976,1976,1976,1976,1976,1976,1976,1976,1976,1976,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1979,1979,1979,1979,1979,1979,1979,1979,1979,1979,1979,1979,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992
"66",NA,NA,NA,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12
"67",NA,"Chain-Type Price Indexes for PCE by Major Type of Product (From NIPA table 2.3.4):"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","1","P1PCEG B     Personal consumption expenditures","P1PCEG3",37.212,37.272,37.326,37.414,37.598,37.763,37.955,38.167,38.375,38.578,38.751,38.968,39.18,39.491,39.684,39.915,40.125,40.35,40.565,40.745,40.898,41.087,41.332,41.543,41.797,41.992,42.265,42.589,42.895,43.171,43.409,43.623,43.872,44.221,44.466,44.679,45.011,45.246,45.595,46.066,46.54,46.921,47.273,47.631,48.046,48.437,48.767,49.175,49.688,50.223,50.828,51.088,51.484,51.799,52.199,52.632,53.125,53.552,53.983,54.33,54.853,55.404,55.792,56.023,56.275,56.499,56.848,57.199,57.544,57.796,58.113,58.294,58.64,58.811,58.957,58.987,59.34,59.768,60.122,60.3,60.461,60.817,61.003,61.096,61.4,61.502,61.593,61.873,62.045,62.273,62.622,62.899,63.119,63.231,63.322,63.355,63.626,64.049,64.259,64.508,64.586,64.703,64.935,65.132,65.227,65.378,65.474,65.665,65.947,66.221,66.469,66.575,66.712,66.856,66.971,67.167,67.293,67.447,67.662,67.906,68.197,68.202,68.079,67.983,68.156,68.461,68.541,68.672,68.925,69.056,69.211,69.342,69.75,70.018,70.183,70.379,70.552,70.826,71.024,71.323,71.571,71.767,71.918,72.048,72.368,72.492,72.742,73.093,73.302,73.615,73.962,74.164,74.514,74.739,74.915,75.159,75.565,75.817,76.099,76.579,76.844,77.021,77.231,77.242,77.439,77.747,77.926,78.157,78.732,79.103,79.452,79.681,79.898,80.263,80.457,80.961,81.431,81.872,81.994,82.128,82.545,82.638,82.658,82.793,83.141,83.283,83.429,83.626,83.927,84.097,84.311,84.574,84.753,84.988,85.205,85.391,85.508,85.678,85.987,86.123,86.259,86.529,86.673,86.797
"69","2","P1TDGG B Durable goods","P1TDGG3",63.957,64.133,64.13,64.534,64.88,64.993,65.361,65.444,65.912,66.533,66.623,66.836,67.242,67.226,67.344,67.41,67.648,67.848,68.171,68.375,68.473,68.877,69.163,69.771,70.07,70.254,70.637,71.008,71.397,71.823,72.175,72.593,72.965,73.445,73.856,74.23,74.493,75.129,75.583,76.187,76.399,76.624,76.939,77.231,77.604,78.072,78.603,79.094,79.92,80.873,81.659,82.178,82.6,83.092,83.311,84.091,84.904,85.117,85.685,85.891,86.295,86.781,86.953,87.702,88.455,88.893,89.289,89.637,90.076,90.473,90.88,91.109,91.473,91.627,91.698,91.951,92.416,92.661,92.82,92.5,92.535,92.986,92.796,92.83,93.299,93.533,93.773,93.851,93.78,93.955,94.186,94.311,94.56,94.75,95.073,95.102,94.917,94.931,94.967,95.543,95.543,95.608,95.582,95.721,95.964,95.87,96.042,95.917,96.016,96.576,96.736,96.903,96.621,96.573,96.491,96.59,96.554,96.783,96.835,96.764,96.867,96.7,96.824,96.924,97.259,97.652,97.886,98.082,98.236,98.34,98.594,98.853,99.264,99.383,99.639,99.987,100.14,100.443,100.717,100.92,101.18,101.339,101.401,101.162,100.972,100.929,101.221,101.391,101.506,101.758,101.927,102.183,102.55,102.761,102.872,102.987,103.48,103.557,103.244,103.411,103.47,103.683,103.792,103.759,103.856,104.007,104.274,104.076,104.374,104.706,104.637,104.58,104.541,104.245,104.403,104.437,104.552,104.92,104.789,104.549,105.396,105.859,105.822,105.962,106.031,105.643,106.342,106.144,106.334,106.541,106.659,106.23,106.417,106.578,106.496,106.652,106.878,106.714,106.839,106.827,106.729,106.956,107.117,106.867
"70","3","P1TAPG B   Motor vehicles and parts","P1TAPG3",44.737,44.881,44.932,45.341,45.62,45.728,46.036,46.336,46.89,47.648,47.664,47.865,48.102,48.139,48.322,48.293,48.387,48.512,48.814,48.894,49,49.614,49.885,50.387,50.701,50.915,51.165,51.296,51.628,52.039,52.407,52.711,52.958,53.304,53.67,54.046,54.214,54.791,55.179,55.792,56.009,56.195,56.403,56.531,56.704,57.014,57.308,57.701,58.294,59.025,59.205,59.641,59.881,59.795,60.113,60.8,61.488,61.647,62.166,62.346,62.613,62.893,62.745,63.633,64.712,65.226,65.568,65.888,66.166,66.516,66.882,67.258,67.487,67.242,67.274,67.648,68.08,68.367,68.471,68.426,68.436,68.462,68.431,68.579,69.168,69.348,69.488,69.581,69.66,69.872,70.051,70.327,70.68,70.996,71.255,71.299,71.178,71.257,71.412,71.822,72.061,72.262,72.418,72.636,72.68,72.626,72.776,72.794,73.091,73.503,73.631,73.672,73.596,73.754,73.717,73.937,74.169,74.234,74.263,74.428,74.631,74.591,74.655,74.766,75.261,75.702,76.07,76.297,76.449,76.624,77.102,77.263,77.483,77.321,77.701,78.221,78.877,79.335,79.649,79.857,80.112,80.346,80.455,80.185,79.601,79.493,79.398,79.545,79.792,80.168,80.396,80.85,81.284,81.312,81.329,81.669,82.181,82.527,82.519,82.758,82.852,82.853,82.761,82.733,82.641,82.82,83.196,83.347,83.375,83.317,83.027,82.859,82.867,82.729,82.742,82.915,82.96,83.11,83.319,83.859,84.453,84.718,84.776,84.885,85.078,85.263,85.745,85.716,85.695,85.872,86.124,86.308,86.199,85.918,85.977,86.427,86.797,86.986,86.948,87.404,87.606,87.684,87.838,87.989
"71","4","P1FURG B   Furniture and household equipment","P1FURG3",109.504,110.075,110.328,110.43,110.575,110.927,111.258,111.05,111.218,111.421,111.694,112.153,112.792,112.811,112.899,113.184,113.364,113.719,114.041,114.562,114.629,114.707,115.034,115.659,115.77,116.023,116.731,117.697,118.161,118.668,118.977,119.733,120.466,121.266,121.807,122.13,122.67,123.495,124.035,124.524,124.611,124.935,125.326,125.811,126.286,126.848,127.878,128.366,129.43,130.351,131.514,132.083,132.724,133.634,134.139,134.854,135.934,136.404,136.886,137.093,137.745,139.356,140.09,140.721,141.077,141.595,142.385,142.877,143.811,144.16,144.767,144.66,145.313,146.241,146.485,146.883,147.472,147.715,148.004,146.96,146.885,148.064,147.57,147.569,147.48,147.676,147.915,148.151,147.379,147.904,148.18,147.428,147.39,147.487,147.898,148.025,147.771,147.441,147.19,147.945,147.693,147.223,146.655,146.727,147.415,146.982,147.248,146.905,146.519,147.381,147.283,147.795,147.189,146.273,145.718,145.523,144.962,145.553,145.806,145.083,144.741,144.046,144.748,144.716,144.508,144.893,144.729,144.255,144.619,144.634,144.088,144.802,145.384,145.594,145.407,145.624,144.744,144.482,144.578,144.607,144.612,144.399,144.243,143.826,143.903,143.912,145.107,145.027,144.752,144.787,144.562,144.641,144.762,144.832,144.85,144.539,145.208,144.519,143.385,143.314,143.192,143.882,144.161,143.871,144.173,144.346,144.32,143.309,143.74,143.952,143.615,143.599,143.505,142.799,143.363,142.881,142.957,143.45,142.544,141.706,142.016,143.066,142.932,142.347,142.604,141.95,142.101,141.263,141.297,141.052,140.936,140.177,140.765,141.237,140.804,140.715,140.517,139.501,139.762,139.328,138.788,139.189,139.293,138.123
"72","5","P1TODG B   Other","P1TODG3",51.724,51.534,51.104,51.68,52.318,52.164,52.622,52.342,52.717,53.169,53.245,53.159,53.697,53.462,53.355,53.471,54.124,54.317,54.578,54.747,54.815,54.806,54.993,55.68,56.034,56.005,56.306,56.648,56.987,57.216,57.44,57.702,57.948,58.325,58.596,58.906,59.077,59.492,59.91,60.452,60.731,60.907,61.345,61.8,62.518,63.198,63.697,64.344,65.347,66.715,68.503,69.094,69.649,70.962,70.616,71.589,72.295,72.309,73.006,73.247,73.661,73.298,73.676,74.009,74.271,74.354,74.375,74.562,74.782,75.277,75.495,75.7,75.981,76.275,76.237,75.982,76.296,76.375,76.495,76.343,76.555,77.243,76.996,76.734,77.412,77.793,78.268,78.104,78.445,78.041,78.319,79.008,79.234,79.092,79.418,79.28,79.039,79.256,79.25,79.962,79.528,79.785,79.855,79.803,80.052,80.264,80.353,80.083,80.101,80.609,81.132,81.242,80.767,81.097,81.459,81.471,81.125,81.414,81.284,81.305,81.608,81.745,81.304,81.528,81.924,82.047,82.267,83.148,82.967,82.888,83.399,83.355,84.027,84.762,85.184,85.168,85.141,85.624,85.909,86.255,86.778,87.159,87.344,87.456,88.147,88.223,88.468,88.974,89.166,89.268,89.73,89.59,90.016,90.878,91.349,91.34,91.451,91.739,91.688,91.929,92.119,92.265,92.722,93.012,93.375,93.374,93.662,93.59,94.397,95.941,96.831,97.056,96.961,96.809,96.82,97.12,97.444,98.151,98.126,96.67,98.776,98.904,98.75,99.922,99.417,97.997,99.906,100.171,101.111,102.015,102.103,100.539,100.948,101.854,101.89,101.585,101.994,102.075,102.442,101.768,101.495,101.851,102.091,102.096
"73","6","P1TNDG B Nondurable goods","P1TNDG3",42.917,42.821,42.754,42.75,42.972,43.143,43.327,43.522,43.717,43.904,44.076,44.248,44.469,44.987,45.147,45.45,45.738,45.993,46.139,46.278,46.343,46.533,46.828,47.033,47.253,47.386,47.748,48.191,48.636,49.027,49.275,49.476,49.716,50.079,50.378,50.657,51.241,51.701,52.257,52.793,53.429,53.984,54.56,54.964,55.51,55.972,56.415,56.943,57.796,58.359,59.261,59.521,59.855,60.144,60.573,61.097,61.573,61.974,62.405,62.835,63.41,64.294,64.813,64.829,64.844,64.95,65.221,65.468,65.749,65.866,65.99,66.121,66.325,66.478,66.396,66.037,66.402,67.097,67.404,67.34,67.36,67.529,67.595,67.499,67.565,67.411,67.537,68.028,68.4,68.511,68.712,68.855,68.862,68.918,68.898,68.936,69.445,69.779,69.856,69.893,69.805,69.844,69.941,70.123,70.191,70.372,70.351,70.447,70.619,70.93,71.208,71.339,71.333,71.561,71.615,71.595,71.71,71.906,72.192,72.505,72.675,72.181,71.181,70.529,70.715,70.971,70.942,71.002,71.224,71.132,71.234,71.494,72.259,72.838,73.03,73.227,73.385,73.72,73.874,74.195,74.364,74.521,74.653,74.71,74.981,74.875,75.073,75.582,75.729,76,76.564,76.601,77.026,77.2,77.297,77.549,77.976,78.255,78.721,79.803,80.23,80.293,80.425,80.051,80.208,80.63,80.669,80.844,82.102,82.66,82.877,82.939,83.024,83.496,83.786,84.629,85.622,86.429,86.48,86.667,86.672,86.363,86.095,86.388,86.708,86.807,86.626,86.866,87.04,86.973,87.312,87.493,87.332,87.426,87.635,87.667,87.809,88.111,88.289,88.433,88.532,88.587,88.644,88.799
"74","7","P1TFDG B   Food","P1TFDG3",40.232,39.989,39.873,39.863,40.049,40.17,40.356,40.568,40.724,40.877,40.937,41.084,41.245,41.785,42.055,42.55,42.819,43.108,43.205,43.384,43.461,43.574,43.841,44.013,44.357,44.794,45.286,45.913,46.525,47.124,47.384,47.582,47.797,48.133,48.411,48.681,49.453,50.122,50.527,50.838,51.256,51.479,51.771,51.78,52.087,52.499,52.858,53.289,53.628,53.713,54.234,54.59,55.007,55.395,55.984,56.779,57.42,57.855,58.447,58.852,59.075,59.425,59.698,59.774,59.802,60.004,60.444,60.74,60.959,60.972,61.026,61.129,61.475,61.792,61.764,61.875,62.291,62.675,62.816,62.681,62.743,62.76,62.779,62.811,62.804,62.878,63.29,63.519,63.712,63.718,63.725,63.838,64.054,64.219,64.235,64.397,65.082,65.457,65.592,65.573,65.477,65.709,65.885,66.2,66.109,66.215,66.226,66.394,66.54,66.799,66.971,66.939,66.934,67.026,67.072,67.158,67.259,67.438,67.741,68.093,68.227,68.196,68.3,68.45,68.666,68.783,69.214,69.638,69.71,69.828,70.072,70.177,70.549,70.725,70.82,70.915,71.235,71.564,71.509,71.637,71.797,71.894,71.917,72.182,72.449,72.48,72.636,72.97,73.161,73.5,74.129,74.385,74.766,74.897,74.996,75.287,75.627,76.086,76.424,76.866,77.263,77.514,77.838,77.975,78.131,78.431,78.647,78.927,79.696,80.237,80.439,80.354,80.569,81.069,81.448,81.708,81.915,82.177,82.286,82.296,83.032,83.434,83.521,83.885,84.088,84.361,84.163,84.06,84.124,84.09,84.193,84.297,84.297,84.544,84.718,84.708,84.624,84.886,84.846,85.238,85.442,85.372,85.323,85.379
